Número REDS;Data Fato;Município;Código da Infração;AIT/ AINA - Número Documento;AIT/AINA - Órgão Origem -Autoridade Responsável;Qtde Infrações
2019-000629095-001;05/01/2019;CLAUDIO;55414;04844960;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000652193-001;05/01/2019;CORREGO FUNDO;65992;AM00310830;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000668340-001;05/01/2019;SANTO ANTONIO DO MONTE;50100;AM00225486;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000668340-001;05/01/2019;SANTO ANTONIO DO MONTE;52741;AM00225485;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000668340-001;05/01/2019;SANTO ANTONIO DO MONTE;58350;AM00225484;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000668340-001;05/01/2019;SANTO ANTONIO DO MONTE;67000;AM00225487;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000669723-001;05/01/2019;ITAUNA;57380;03379909;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000669723-001;05/01/2019;ITAUNA;67261;03379910;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000672441-001;05/01/2019;ITAUNA;65563;AG3379609;MUNICIPAL;1
2019-000676935-001;05/01/2019;BOM DESPACHO;65992;AM00228294;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000683400-001;05/01/2019;SAO JOSE DA VARGINHA;65992;AM 00204046;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000688366-001;05/01/2019;FORMIGA;70481;AM6880;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000712326-001;05/01/2019;LUZ;50100;AM00226338;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000712326-001;05/01/2019;LUZ;65800;AM00226339;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000713700-001;06/01/2019;FORMIGA;54525;am00006550;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000714431-001;06/01/2019;PARA DE MINAS;50100;am00203756;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000714431-001;06/01/2019;PARA DE MINAS;65992;am00203757;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000715163-001;06/01/2019;CARMO DO CAJURU;50100;AM00044062;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000718468-001;06/01/2019;NOVA SERRANA;65992;AJ061114;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000722140-001;06/01/2019;ABAETE;50100;AM00225690;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000722140-001;06/01/2019;ABAETE;65992;AM00225691;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000727287-001;06/01/2019;BOM DESPACHO;58350;AG02917465;MUNICIPAL;1
2019-000727287-001;06/01/2019;BOM DESPACHO;60502;AG02917466;MUNICIPAL;1
2019-000727287-001;06/01/2019;BOM DESPACHO;70561;AG02917464;MUNICIPAL;1
2019-000727287-001;06/01/2019;BOM DESPACHO;70640;AG02917467;MUNICIPAL;1
2019-000728946-001;06/01/2019;LUZ;50100;AM00226342;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000729217-001;06/01/2019;BAMBUI;65992;000005614;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000729217-001;06/01/2019;BAMBUI;69120;000005615;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000729784-001;06/01/2019;NOVA SERRANA;50100;AJ061118;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000729784-001;06/01/2019;NOVA SERRANA;52151;AJ061115;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000729784-001;06/01/2019;NOVA SERRANA;52152;AJ061116;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000729784-001;06/01/2019;NOVA SERRANA;65992;AJ061117;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000736498-001;06/01/2019;PARA DE MINAS;50100;AM00203760;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000736498-001;06/01/2019;PARA DE MINAS;51691;AM00203758;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000736498-001;06/01/2019;PARA DE MINAS;65992;AM00203759;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000739896-001;06/01/2019;MOEMA;50100;AC01216557;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000739896-001;06/01/2019;MOEMA;51180;AC01216558;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000739896-001;06/01/2019;MOEMA;52070;AC01216559;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000739896-001;06/01/2019;MOEMA;65992;AC012216556;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000743433-001;06/01/2019;BOM DESPACHO;64080;AC01216716;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000743433-001;06/01/2019;BOM DESPACHO;65992;AC01216715;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000745878-001;06/01/2019;LAGOA DA PRATA;50100;AC01216560;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000748975-001;06/01/2019;MOEMA;50100;00040360;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000748975-001;06/01/2019;MOEMA;65992;00040359;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000750043-001;06/01/2019;ABAETE;65992;AM00225695;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000750281-001;06/01/2019;ABAETE;50100;AM00225699;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000750281-001;06/01/2019;ABAETE;51851;AM00225700;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000750281-001;06/01/2019;ABAETE;65992;AM00225698;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000750372-001;06/01/2019;DORES DO INDAIA;51691;AC01216717;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000764859-001;06/01/2019;PARA DE MINAS;66531;AM00204108;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000765277-001;06/01/2019;ABAETE;50100;AM00225864;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000765277-001;06/01/2019;ABAETE;65992;AM00225863;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000765277-001;06/01/2019;ABAETE;67261;AM00225862;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000769290-001;06/01/2019;NOVA SERRANA;54521;AJ200612;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000770530-001;06/01/2019;CORREGO FUNDO;50291;AM00310833;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000770530-001;06/01/2019;CORREGO FUNDO;52741;AM00310833;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000780942-001;06/01/2019;ITAUNA;50100;AG3379612;MUNICIPAL;1
2019-000780942-001;06/01/2019;ITAUNA;65992;AG3379611;MUNICIPAL;1
2019-000781304-001;06/01/2019;DIVINOPOLIS;50100;AC01283121;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000781304-001;06/01/2019;DIVINOPOLIS;65992;AC01283122;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000786727-001;06/01/2019;DIVINOPOLIS;50100;AC01283070;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000786727-001;06/01/2019;DIVINOPOLIS;65992;AC01283057;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000792085-001;06/01/2019;DIVINOPOLIS;50100;AC01283141;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000792085-001;06/01/2019;DIVINOPOLIS;51180;AC01283142;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000792085-001;06/01/2019;DIVINOPOLIS;59670;AC01283143;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000792085-001;06/01/2019;DIVINOPOLIS;60502;AC01283148;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000792085-001;06/01/2019;DIVINOPOLIS;64080;AC01283146;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000792085-001;06/01/2019;DIVINOPOLIS;67261;AC01283147;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000792085-001;06/01/2019;DIVINOPOLIS;70640;AC01283145;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000792085-001;06/01/2019;DIVINOPOLIS;73400;AC01283149;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000801532-001;06/01/2019;ITAUNA;65992;AG03379741;MUNICIPAL;1
2019-000805268-001;06/01/2019;DIVINOPOLIS;50100;AC01283048;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000805268-001;06/01/2019;DIVINOPOLIS;65563;AC01283049;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000805621-001;06/01/2019;BOM DESPACHO;50100;AM00228343;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000805621-001;06/01/2019;BOM DESPACHO;65992;AM00228342;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000807975-001;06/01/2019;POMPEU;50100;AC01216632;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000807975-001;06/01/2019;POMPEU;52070;AC01216633;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000807975-001;06/01/2019;POMPEU;73400;AC01216631;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000810890-001;06/01/2019;JAPARAIBA;65992;AM00227158;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000811490-001;06/01/2019;DIVINOPOLIS;50100;AC01282602;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000811490-001;06/01/2019;DIVINOPOLIS;65992;AC01282603;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000811490-001;06/01/2019;DIVINOPOLIS;72340;AC01282604;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000812558-001;06/01/2019;PARA DE MINAS;50100;AM00203873;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000813879-001;06/01/2019;DIVINOPOLIS;50100;45239;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000813879-001;06/01/2019;DIVINOPOLIS;66020;51339;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000813879-001;06/01/2019;DIVINOPOLIS;66531;51338;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000813879-001;06/01/2019;DIVINOPOLIS;73400;45240;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000819101-001;06/01/2019;BOM DESPACHO;50450;AC01216666;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000819101-001;06/01/2019;BOM DESPACHO;65992;AC01216665;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000823376-001;06/01/2019;PARA DE MINAS;51691;am00203522;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000823649-001;06/01/2019;DIVINOPOLIS;50100;AM00051815;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000823649-001;06/01/2019;DIVINOPOLIS;51691;AM00051816;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000823649-001;06/01/2019;DIVINOPOLIS;65992;AM00051817;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000829752-001;06/01/2019;CLAUDIO;65992;AM00050570;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000834138-001;06/01/2019;ITAUNA;50372;03380270;MUNICIPAL;1
2019-000836832-001;06/01/2019;FORMIGA;52070;am00310870;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000836832-001;06/01/2019;FORMIGA;52151;am00310865;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000836832-001;06/01/2019;FORMIGA;52152;am00310866;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000836832-001;06/01/2019;FORMIGA;57200;am00310868;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000836832-001;06/01/2019;FORMIGA;65992;am00310864;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000836832-001;06/01/2019;FORMIGA;66020;am00310869;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000836832-001;06/01/2019;FORMIGA;70640;am00310867;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000839325-001;06/01/2019;CORREGO FUNDO;50100;AM00310835;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000839325-001;06/01/2019;CORREGO FUNDO;65992;AM00310837;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000863010-001;07/01/2019;ABAETE;65992;AM00225867;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000865048-001;07/01/2019;ITAUNA;55500;AG03380420;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000868944-001;07/01/2019;ITAUNA;54600;AG03380426;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000869090-001;07/01/2019;ITAUNA;55680;AG03380425;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000872522-001;07/01/2019;ITAUNA;55417;AG03380427;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000872799-001;07/01/2019;DIVINOPOLIS;50100;AM00051980;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000876022-001;07/01/2019;DIVINOPOLIS;65992;AC1282607;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000876702-001;07/01/2019;DIVINOPOLIS;50100;AC01283130;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000876702-001;07/01/2019;DIVINOPOLIS;65992;AC01283058;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000887007-001;07/01/2019;ITAUNA;54526;AG03380431;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000887141-001;07/01/2019;ITAUNA;54526;AG03380430;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000889504-001;07/01/2019;PERDIGAO;50100;AA 04708381;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000889504-001;07/01/2019;PERDIGAO;65992;AA 04708382;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000890972-001;07/01/2019;ITAUNA;67261;AG03380272;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000902022-001;07/01/2019;ITAUNA;55417;AG03380436;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000902204-001;07/01/2019;ITAUNA;50100;AG03380044;MUNICIPAL;1
2019-000902204-001;07/01/2019;ITAUNA;65992;AG03380045;MUNICIPAL;1
2019-000903657-001;08/01/2019;ITAUNA;55500;AG03380450;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000904216-001;07/01/2019;ABAETE;65992;AC01217266;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000904586-001;07/01/2019;ABAETE;50100;AC01217254;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000904586-001;07/01/2019;ABAETE;65992;AC01217253;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000909717-001;07/01/2019;ABAETE;50100;am00225869;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000910267-001;07/01/2019;PARA DE MINAS;76251;204147;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000937701-001;07/01/2019;PARA DE MINAS;65563;AM00204184;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000937701-001;07/01/2019;PARA DE MINAS;65992;AM00204183;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000937701-001;07/01/2019;PARA DE MINAS;69120;AM00204185;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000943897-001;07/01/2019;PARA DE MINAS;50100;AM 00204161;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000943897-001;07/01/2019;PARA DE MINAS;65992;AM 00204162;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000943897-001;07/01/2019;PARA DE MINAS;66371;AM 00204163;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000947397-001;07/01/2019;MARTINHO CAMPOS;56142;AC01217276;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000947397-001;07/01/2019;MARTINHO CAMPOS;58270;AC01217277;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000947397-001;07/01/2019;MARTINHO CAMPOS;65992;AC01217275;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-000952634-001;07/01/2019;PARA DE MINAS;50371;AM00204182;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000955469-001;07/01/2019;BOM DESPACHO;51851;AG02916554;MUNICIPAL;1
2019-000955469-001;07/01/2019;BOM DESPACHO;66102;AM00228368;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000956385-001;07/01/2019;DIVINOPOLIS;50100;AM00045623;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000956385-001;07/01/2019;DIVINOPOLIS;65992;AM00045621;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000957652-001;07/01/2019;BOM DESPACHO;50100;AM00228369;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000957652-001;07/01/2019;BOM DESPACHO;65992;AM00228370;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000969096-001;07/01/2019;NOVA SERRANA;52820;AJ200776;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000972739-001;07/01/2019;PERDIGAO;65992;AA04708239;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000974569-001;07/01/2019;ITAUNA;50100;AG03380046;MUNICIPAL;1
2019-000974963-001;07/01/2019;FORMIGA;65992;AM00006828;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-000985844-001;07/01/2019;LUZ;65992;AM00226354;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001001357-001;07/01/2019;PEDRA DO INDAIA;50100;AM00225376;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001001357-001;07/01/2019;PEDRA DO INDAIA;64080;AM00225378;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001001357-001;07/01/2019;PEDRA DO INDAIA;65992;AM00225377;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001003986-001;07/01/2019;POMPEU;50100;AM00227508;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001003986-001;07/01/2019;POMPEU;50100;AM00227509;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001005671-001;07/01/2019;DIVINOPOLIS;50100;AC01283163;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001005671-001;07/01/2019;DIVINOPOLIS;65992;AC01283164;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001006321-001;07/01/2019;LUZ;65992;AM00226358;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001018012-001;07/01/2019;ITAPECERICA;50100;AM00310075;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001018012-001;07/01/2019;ITAPECERICA;51691;AM00310076;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001020288-001;08/01/2019;NOVA SERRANA;5010;AJ00944;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001020288-001;08/01/2019;NOVA SERRANA;6599;AJ00943;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001020288-001;08/01/2019;NOVA SERRANA;7340;AJ00945;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001022049-001;08/01/2019;DIVINOPOLIS;50100;AM00045625;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001022049-001;08/01/2019;DIVINOPOLIS;65561;AM00045624;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001022049-001;08/01/2019;DIVINOPOLIS;65992;AM00045626;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001036055-001;08/01/2019;SANTO ANTONIO DO MONTE;65992;AC01216762;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001036055-001;08/01/2019;SANTO ANTONIO DO MONTE;66371;AC01216765;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001036055-001;08/01/2019;SANTO ANTONIO DO MONTE;67261;AC01216764;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001036055-001;08/01/2019;SANTO ANTONIO DO MONTE;69120;AC01216763;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001036854-001;08/01/2019;SANTO ANTONIO DO MONTE;50100;AC01216743;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001036854-001;08/01/2019;SANTO ANTONIO DO MONTE;65992;AC01216744;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001039648-001;08/01/2019;SANTO ANTONIO DO MONTE;65992;AC01216761;DER - DEPARTAMENTO DE ESTRADAS E RODAGENS;1
2019-001040341-001;08/01/2019;PARA DE MINAS;65992;AM00204109;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001042720-001;08/01/2019;PARA DE MINAS;66372;AM00204112;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001042720-001;08/01/2019;PARA DE MINAS;66700;AM00204113;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001042720-001;08/01/2019;PARA DE MINAS;73400;AM00204110;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001043778-001;08/01/2019;ITAUNA;76251;AG03380441;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001045883-001;08/01/2019;BOM DESPACHO;51930;AM00228372;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001045883-001;08/01/2019;BOM DESPACHO;65992;AM00228373;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001046587-001;08/01/2019;ITAUNA;76251;AG03380441;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001048770-001;08/01/2019;ITAUNA;76251;AG03380443;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001049383-001;08/01/2019;BOM DESPACHO;50100;AM00228374;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001054674-001;08/01/2019;ITAUNA;55417;AG03380444;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001055218-001;08/01/2019;SAO GONCALO DO PARA;50100;AM00038676;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001055218-001;08/01/2019;SAO GONCALO DO PARA;50100;AM00203015;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001055218-001;08/01/2019;SAO GONCALO DO PARA;65992;AM00038677;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001055218-001;08/01/2019;SAO GONCALO DO PARA;65992;AM00203016;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001055218-001;08/01/2019;SAO GONCALO DO PARA;66102;AM00203017;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001055218-001;08/01/2019;SAO GONCALO DO PARA;69550;AM00038678;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001057245-001;08/01/2019;PARA DE MINAS;54100;AM00204114;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001059495-001;08/01/2019;DIVINOPOLIS;50450;AM00051046;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001059495-001;08/01/2019;DIVINOPOLIS;65992;AM00051047;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001060396-001;08/01/2019;PARA DE MINAS;54100;AM00204115;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001060396-001;08/01/2019;PARA DE MINAS;65992;AM00204116;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001060671-001;08/01/2019;ITAUNA;76251;AG03380447;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001064247-001;08/01/2019;ITAUNA;55500;AG03380448;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001065843-001;08/01/2019;ITAUNA;54600;AG03380449;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001065947-001;08/01/2019;DIVINOPOLIS;65992;AM 00051951;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001066077-001;08/01/2019;ITAUNA;55417;AG03380445;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001095840-001;08/01/2019;DIVINOPOLIS;50100;AM00265435;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001095840-001;08/01/2019;DIVINOPOLIS;65992;AM00265436;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001097758-001;08/01/2019;DIVINOPOLIS;65992;AM00265455;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001105245-001;08/01/2019;FORMIGA;66531;AM00310659;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001105245-001;08/01/2019;FORMIGA;70531;AM00310657;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001107770-001;08/01/2019;BOM DESPACHO;50450;AM00228403;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001113332-001;08/01/2019;ITAUNA;55414;AG3380168;MUNICIPAL;1
2019-001114155-001;08/01/2019;DIVINOPOLIS;50100;AM 00051952;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001114155-001;08/01/2019;DIVINOPOLIS;65992;AM 00051953;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001114521-001;08/01/2019;BOM DESPACHO;65992;AM00228382;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001118439-001;08/01/2019;SANTO ANTONIO DO MONTE;50450;AM00225493;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001118439-001;08/01/2019;SANTO ANTONIO DO MONTE;55680;AA00225494;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001120886-001;08/01/2019;BOM DESPACHO;65992;AM00228383;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001122359-001;08/01/2019;BOM DESPACHO;54525;AG02917523;MUNICIPAL;1
2019-001129520-001;08/01/2019;BOM DESPACHO;54525;AG02917522;MUNICIPAL;1
2019-001141866-001;08/01/2019;BOM DESPACHO;65992;AM00228387;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001141944-001;08/01/2019;PARA DE MINAS;50100;AM00204129;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001141944-001;08/01/2019;PARA DE MINAS;65992;AM00204130;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001145184-001;08/01/2019;PARA DE MINAS;65992;AM00204131;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001162768-001;08/01/2019;LUZ;50100;AM00226361;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001162768-001;08/01/2019;LUZ;60502;AM00226362;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001174957-001;08/01/2019;ABAETE;52741;AM00225876;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001174957-001;08/01/2019;ABAETE;64080;AM00225877;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001210701-001;09/01/2019;ITAUNA;76252;AG03380169;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001218121-001;09/01/2019;MOEMA;50450;AM00040366;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001218121-001;09/01/2019;MOEMA;65992;AM00040368;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001218121-001;09/01/2019;MOEMA;69120;AM00040367;DETRAN - DEPARTAMENTO DE TRANSITO;1
2019-001226011-001;09/01/2019;ITAUNA;55500;AG03380172;DETRAN - DEPARTAMENTO DE TRANSITO;1
