Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Data Fato;Horário Fato;Descrição Longa Tipo Material;Descrição Longa Unidade Medida;Situação Material;Qtde Materiais;Qtde/Volume Material
2019-007337429-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;U34100;CONSUMADO;RUA;HERCULANO PEREIRA FARIA;;PREENCHIMENTO OPCIONAL;;85;INVÁLIDO;;;;ABAETE;-19,16278530;-45,44822000;15/02/2019;15:00:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;EXTRAVIADO;1;1,00
2019-007337996-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;I04033;CONSUMADO;RODOVIA;INVÁLIDO;MG 252;PREENCHIMENTO OPCIONAL;;491;INVÁLIDO;NOVO HORIZONTE;;;PERDIGAO;;;15/02/2019;21:17:28;BUCHA DE MACONHA;UNIDADE;APREENDIDO;1;5,00
2019-007337996-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;I04033;CONSUMADO;RODOVIA;INVÁLIDO;MG 252;PREENCHIMENTO OPCIONAL;;491;INVÁLIDO;NOVO HORIZONTE;;;PERDIGAO;;;15/02/2019;21:17:28;MACONHA PRENSADA (BARRA / TABLETE);UNIDADE;APREENDIDO;1;2,00
2019-007337996-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;I04033;CONSUMADO;RODOVIA;INVÁLIDO;MG 252;PREENCHIMENTO OPCIONAL;;491;INVÁLIDO;NOVO HORIZONTE;;;PERDIGAO;;;15/02/2019;21:17:28;MOEDA NACIONAL (REAL);UNIDADE;APREENDIDO;1;1,00
2019-007339456-001;POLICIA MILITAR;NAO INFORMADO;241 CIA PM/63 BPM/7 RPM;I99000;CONSUMADO;AVENIDA;INVÁLIDO;MAGALHAES PINTO;PREENCHIMENTO OPCIONAL;;;INVÁLIDO;;;;ARCOS;;;15/02/2019;21:06:43;MACONHA PRENSADA (BARRA / TABLETE);UNIDADE;APREENDIDO;1;1,00
2019-007341847-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;BELO HORIZONTE;;PREENCHIMENTO OPCIONAL;;91;NOVA REPUBLICA;;;;PEQUI;-19,62614750;-44,66349000;15/02/2019;17:45:00;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-007343348-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;I04028;CONSUMADO;RUA;FARMACEUTICO FRANCISCO FRIAS;;PREENCHIMENTO OPCIONAL;;20;CENTRO;;;;ARCOS;-20,28094330;-45,53933940;15/02/2019;21:54:01;CIGARRO DE MACONHA;PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-007343348-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;I04028;CONSUMADO;RUA;FARMACEUTICO FRANCISCO FRIAS;;PREENCHIMENTO OPCIONAL;;20;CENTRO;;;;ARCOS;-20,28094330;-45,53933940;15/02/2019;21:54:01;TELEFONE CELULAR;UNIDADE;APREENDIDO;1;1,00
2019-007346185-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;B01147;CONSUMADO;RUA;PADRE FRANCISCO GOULART;;PREENCHIMENTO OPCIONAL;;537;CENTRO;;;;PAINS;-20,36994080;-45,65921900;15/02/2019;20:20:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);GRAMA;RECOLHIDO;1;0,00
2019-007346837-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;ANTONIO CANDIDO CASTELO BRANCO FILHO;;PREENCHIMENTO OPCIONAL;;132;INVÁLIDO;;;;POMPEU;-19,21168360;-45,00083670;15/02/2019;19:55:00;CARREGADOR / MUNICIADOR DE ARMA DE FOGO DE USO PERMITIDO;UNIDADE;APREENDIDO;1;2,00
2019-007346837-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;ANTONIO CANDIDO CASTELO BRANCO FILHO;;PREENCHIMENTO OPCIONAL;;132;INVÁLIDO;;;;POMPEU;-19,21168360;-45,00083670;15/02/2019;19:55:00;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;UNIDADE;APREENDIDO;2;34,00
2019-007346837-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;ANTONIO CANDIDO CASTELO BRANCO FILHO;;PREENCHIMENTO OPCIONAL;;132;INVÁLIDO;;;;POMPEU;-19,21168360;-45,00083670;15/02/2019;19:55:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-007360828-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03016;CONSUMADO;AVENIDA;GUAJAJARAS;;PREENCHIMENTO OPCIONAL;;1441;JARDIM DOS CANDIDES;;;;DIVINOPOLIS;-20,13063840;-44,83843270;16/02/2019;00:02:53;CARTUCHO INTACTO (MUNICAO) DE CALIBRE RESTRITO;PREENCHIMENTO OPCIONAL;APREENDIDO;1;2,00
2019-007360828-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03016;CONSUMADO;AVENIDA;GUAJAJARAS;;PREENCHIMENTO OPCIONAL;;1441;JARDIM DOS CANDIDES;;;;DIVINOPOLIS;-20,13063840;-44,83843270;16/02/2019;00:02:53;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;APREENDIDO;1;2,00
2019-007363888-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;RUA;COSTA RICA;;PREENCHIMENTO OPCIONAL;;96;NOSSA SENHORA DE LOURDES;;;;FORMIGA;-20,47207560;-45,42051660;16/02/2019;00:30:42;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-007364672-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03015;CONSUMADO;RUA;CELINO CAMPOS;;PREENCHIMENTO OPCIONAL;;449;VOLTA DO BREJO;;;;POMPEU;-19,21917270;-44,98563830;15/02/2019;23:10:00;OUTROS  - EXPLOSIVOS / MUNICOES / TIRO ESPORTIVO;UNIDADE;APREENDIDO;1;3,00
2019-007366280-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03014;CONSUMADO;AVENIDA;AYRTON SENNA DA SILVA;;PREENCHIMENTO OPCIONAL;;456;DONA QUITA;;;;DIVINOPOLIS;-20,16855360;-44,86352750;16/02/2019;00:51:38;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;UNIDADE;APREENDIDO;1;12,00
2019-007366750-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01157;CONSUMADO;PARQUE;BARIRI;;PREENCHIMENTO OPCIONAL;;0;SAO JOSE;;;PARQUE BARIRI;PARA DE MINAS;-19,86064900;-44,61377780;16/02/2019;00:52:50;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);2;0,00
2019-007366838-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;RUA;LOTUS;ANTONIO CORRADI;PREENCHIMENTO OPCIONAL;;302.000;GRACAS;;;Bar do Jance;ITAUNA;-20,07587690;-44,58143140;16/02/2019;00:57:32;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);2;0,00
2019-007367503-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;ANTONIO TIBI;;PREENCHIMENTO OPCIONAL;;64;BOMFIM;;;;CARMO DO CAJURU;-20,17912910;-44,76933910;16/02/2019;01:02:46;BUCHA DE MACONHA;PREENCHIMENTO OPCIONAL;APREENDIDO;1;1,00
2019-007367503-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;ANTONIO TIBI;;PREENCHIMENTO OPCIONAL;;64;BOMFIM;;;;CARMO DO CAJURU;-20,17912910;-44,76933910;16/02/2019;01:02:46;CRACK EM PEDRAS;PREENCHIMENTO OPCIONAL;APREENDIDO;1;41,00
2019-007367503-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;ANTONIO TIBI;;PREENCHIMENTO OPCIONAL;;64;BOMFIM;;;;CARMO DO CAJURU;-20,17912910;-44,76933910;16/02/2019;01:02:46;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;APREENDIDO;1;170,00
2019-007372127-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;B01129;CONSUMADO;RUA;JEQUITINHONHA;;PREENCHIMENTO OPCIONAL;;1684;SANTA MARTA;;;;BOM DESPACHO;-19,74985090;-45,28168600;16/02/2019;00:38:08;MACONHA PRENSADA (BARRA / TABLETE);PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-007373200-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;ALAMEDA DOS PESSEGUEIROS;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;JARDIM SERRA VERDE;;;PARA DE MINAS;;;16/02/2019;02:05:05;BUCHA DE MACONHA;UNIDADE;APREENDIDO;1;1,00
2019-007373200-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;ALAMEDA DOS PESSEGUEIROS;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;JARDIM SERRA VERDE;;;PARA DE MINAS;;;16/02/2019;02:05:05;MACONHA PRENSADA (BARRA / TABLETE);UNIDADE;APREENDIDO;1;1,00
2019-007373200-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;ALAMEDA DOS PESSEGUEIROS;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;JARDIM SERRA VERDE;;;PARA DE MINAS;;;16/02/2019;02:05:05;MOEDA NACIONAL (REAL);UNIDADE;APREENDIDO;2;192,00
2019-007373200-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;ALAMEDA DOS PESSEGUEIROS;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;JARDIM SERRA VERDE;;;PARA DE MINAS;;;16/02/2019;02:05:05;PAPELOTES DE COCAINA;UNIDADE;APREENDIDO;1;4,00
2019-007373200-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;INVÁLIDO;ALAMEDA DOS PESSEGUEIROS;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;JARDIM SERRA VERDE;;;PARA DE MINAS;;;16/02/2019;02:05:05;TELEFONE CELULAR;UNIDADE;APREENDIDO;1;1,00
2019-007373595-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;RUA;RIBEIRO PENA;;PREENCHIMENTO OPCIONAL;;421;DISTRITO MONSENHOR JOAO ALEXANDRE;;;;CLAUDIO;-20,36738130;-44,68415420;15/02/2019;21:15:00;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-007377223-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01157;CONSUMADO;RUA;ALAGOAS;;PREENCHIMENTO OPCIONAL;;8;NOSSA SENHORA DE FATIMA;;;;SANTO ANTONIO DO MONTE;-20,08962120;-45,29066640;16/02/2019;01:16:00;MOEDA NACIONAL (REAL);UNIDADE;APREENDIDO;1;37,00
2019-007380528-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;E03014;CONSUMADO;AVENIDA;ANTONIO OLIMPIO DE MORAIS;;PREENCHIMENTO OPCIONAL;;859;CENTRO;;;LOJA DE CONVENIENCIA MEGA 24 HS;DIVINOPOLIS;-20,14043630;-44,88746720;16/02/2019;04:09:14;APETRECHOS, EQUIPAMENTOS, ACESSORIOS, PECAS, CARTUCHOS VAZIOS, SEMI-CARREGADOS OU CARREGADOS E CHUMBO GRANULADO, DESTINADOS A FABRICACAO DE MUNICAO E/OU ARMA DE FOGO DE USO PERMITIDO;UNIDADE;APREENDIDO;1;0,00
2019-007380556-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01157;CONSUMADO;FAZENDA;FAZENDA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA REGIÃO BONIFÁCIO;LAGOA DA PRATA;-20,02006510;-45,56157420;16/02/2019;02:45:00;CHAVEIRO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-007380556-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01157;CONSUMADO;FAZENDA;FAZENDA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA REGIÃO BONIFÁCIO;LAGOA DA PRATA;-20,02006510;-45,56157420;16/02/2019;02:45:00;MOEDA NACIONAL (REAL);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;700,00
2019-007380556-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01157;CONSUMADO;FAZENDA;FAZENDA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA REGIÃO BONIFÁCIO;LAGOA DA PRATA;-20,02006510;-45,56157420;16/02/2019;02:45:00;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-007382950-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;I04028;CONSUMADO;RUA;SANTA RITA DE CASSIA;;PREENCHIMENTO OPCIONAL;;23;SANTA TEREZA;;;;CORREGO FUNDO;-20,44521730;-45,55752530;16/02/2019;04:20:00;BUCHA DE MACONHA;UNIDADE;APREENDIDO;1;1,00
2019-007388903-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;AVENIDA;DORINATO LIMA;;PREENCHIMENTO OPCIONAL;;180;LOURDES;;;;ITAUNA;-20,07946950;-44,57099780;16/02/2019;07:18:42;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-007388903-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;AVENIDA;DORINATO LIMA;;PREENCHIMENTO OPCIONAL;;180;LOURDES;;;;ITAUNA;-20,07946950;-44,57099780;16/02/2019;07:18:42;OUTROS - VESTUARIO EM GERAL;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-007390473-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;U34200;CONSUMADO;AVENIDA;ANTONIO OLIMPIO DE MORAIS;;CORONEL JOAO NOTINI;;;CENTRO;;;;DIVINOPOLIS;-20,14032440;-44,88732050;16/02/2019;08:09:42;TELEFONE CELULAR;UNIDADE;EXTRAVIADO;1;1,00
2019-007392171-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;RUA;QUARENTA E NOVE;;PREENCHIMENTO OPCIONAL;;214;LAGOA DOS BURITIS;;;;MARTINHO CAMPOS;-19,35237870;-45,24889160;16/02/2019;08:00:00;TELEVISAO;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-007393690-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01157;TENTADO;RUA;PIUMHI;;PREENCHIMENTO OPCIONAL;;34;MONSENHOR PARREIRAS;;;;LUZ;-19,79144920;-45,68232130;16/02/2019;08:20:00;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;UNIDADE;APREENDIDO;2;2,00
2019-007395539-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;IGREJA;SANTA RITA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;IGREJA DE SANTA RITA/KM 195 MG-050;FORMIGA;-20,39450790;-45,41564850;16/02/2019;09:25:06;CAMERA PARA FILMAGEM;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-007395539-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;IGREJA;SANTA RITA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;IGREJA DE SANTA RITA/KM 195 MG-050;FORMIGA;-20,39450790;-45,41564850;16/02/2019;09:25:06;DVD;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-007395539-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;IGREJA;SANTA RITA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;IGREJA DE SANTA RITA/KM 195 MG-050;FORMIGA;-20,39450790;-45,41564850;16/02/2019;09:25:06;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-007395539-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;IGREJA;SANTA RITA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;IGREJA DE SANTA RITA/KM 195 MG-050;FORMIGA;-20,39450790;-45,41564850;16/02/2019;09:25:06;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);3;4,00
2019-007395539-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;IGREJA;SANTA RITA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;IGREJA DE SANTA RITA/KM 195 MG-050;FORMIGA;-20,39450790;-45,41564850;16/02/2019;09:25:06;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;3,00
2019-007399656-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;CONDOMINIO;FIC - FURNAS IATE CLUBE - PONTE VILA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;FORMIGA;-20,59902800;-45,60861100;16/02/2019;10:15:12;FOGAO / BOTIJAO DE GAS;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-007399656-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;CONDOMINIO;FIC - FURNAS IATE CLUBE - PONTE VILA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;FORMIGA;-20,59902800;-45,60861100;16/02/2019;10:15:12;FORNO ELETRICO / MICRO-ONDAS;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);2;0,00
2019-007399656-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;C01155;CONSUMADO;CONDOMINIO;FIC - FURNAS IATE CLUBE - PONTE VILA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;FORMIGA;-20,59902800;-45,60861100;16/02/2019;10:15:12;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-007401763-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;POVOADO;CACOCO DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,19083300;-44,96583100;16/02/2019;10:20:22;CARTEIRA / PORTA-NIQUEIS;UNIDADE;APREENDIDO;1;1,00
2019-007401763-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;POVOADO;CACOCO DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,19083300;-44,96583100;16/02/2019;10:20:22;ECSTASY / MDMA;UNIDADE;APREENDIDO;1;10,00
2019-007401763-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;I04033;CONSUMADO;POVOADO;CACOCO DE CIMA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;DIVINOPOLIS;-20,19083300;-44,96583100;16/02/2019;10:20:22;OUTROS - LSD;UNIDADE;APREENDIDO;1;1,00
2019-007404087-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;VEREADOR DR ANTENOR CHAGAS MADEIRA;;PREENCHIMENTO OPCIONAL;;165;SANTA EUGENIA;;M.M GÁS;;LAGOA DA PRATA;-20,03051060;-45,52931070;16/02/2019;00:24:00;CAMERA PARA FILMAGEM;UNIDADE;RECUPERADO;1;2,00
2019-007404087-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;VEREADOR DR ANTENOR CHAGAS MADEIRA;;PREENCHIMENTO OPCIONAL;;165;SANTA EUGENIA;;M.M GÁS;;LAGOA DA PRATA;-20,03051060;-45,52931070;16/02/2019;00:24:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;RECUPERADO;1;1,00
2019-007406493-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;AVENIDA;INVÁLIDO;D;PREENCHIMENTO OPCIONAL;;130;INVÁLIDO;DOM BOSCO;;;NOVA SERRANA;;;16/02/2019;11:08:55;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-007406493-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;AVENIDA;INVÁLIDO;D;PREENCHIMENTO OPCIONAL;;130;INVÁLIDO;DOM BOSCO;;;NOVA SERRANA;;;16/02/2019;11:08:55;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);2;31,00
2019-007407563-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;ROSSINI GUIMARAES ALMEIDA;PREENCHIMENTO OPCIONAL;;369;INVÁLIDO;RECANTO DA LAGOA;;;PARA DE MINAS;;;16/02/2019;03:56:00;OUTROS - EQUIPAMENTOS DE SEGURANCA;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;3,00
2019-007409694-001;POLICIA MILITAR;60 BPM/7 RPM;60 BPM/7 RPM;C01157;CONSUMADO;AVENIDA;AMAZONAS;;PREENCHIMENTO OPCIONAL;;3410;PLANALTO;;;;NOVA SERRANA;-19,86628380;-44,97803790;16/02/2019;12:21:08;CHIP DE APARELHO CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-007409694-001;POLICIA MILITAR;60 BPM/7 RPM;60 BPM/7 RPM;C01157;CONSUMADO;AVENIDA;AMAZONAS;;PREENCHIMENTO OPCIONAL;;3410;PLANALTO;;;;NOVA SERRANA;-19,86628380;-44,97803790;16/02/2019;12:21:08;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-007413181-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;B08021;CONSUMADO;AVENIDA;LAERTON PAULINELLI;;PREENCHIMENTO OPCIONAL;;820;ROSARIO;;;;LUZ;-19,78971760;-45,68048980;16/02/2019;13:00:00;OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE;UNIDADE;APREENDIDO;1;1,00
2019-007413887-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;C01155;CONSUMADO;RUA;HUM;;PREENCHIMENTO OPCIONAL;;151.000;INGAS;BOM JESUS;;;ITAPECERICA;-20,47674620;-45,12690430;13/02/2019;16:50:00;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-007413887-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;C01155;CONSUMADO;RUA;HUM;;PREENCHIMENTO OPCIONAL;;151.000;INGAS;BOM JESUS;;;ITAPECERICA;-20,47674620;-45,12690430;13/02/2019;16:50:00;OUTROS OBJETOS PESSOAIS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
