Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Data Fato;Horário Fato;Descrição Longa Tipo Material;Descrição Longa Unidade Medida;Situação Material;Qtde Materiais;Qtde/Volume Material
2019-001251119-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RODOVIA;BR 352;;PREENCHIMENTO OPCIONAL;;35;NOVO HORIZONTE;;;;PITANGUI;-19,69544390;-44,87949570;09/01/2019;13:52:28;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001261484-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;U34100;CONSUMADO;RUA;FARIA TAVARES;;PREENCHIMENTO OPCIONAL;;300;CENTRO;;;;CORREGO DANTA;-19,82207280;-45,90379670;09/01/2019;13:30:00;MOEDA NACIONAL (REAL);UNIDADE;EXTRAVIADO;1;2,00
2019-001270968-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;POVOADO;SANTO ANTONIO DA SERRA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;CARMO DO CAJURU;-20,26259690;-44,58492380;09/01/2019;15:30:50;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);2;0,00
2019-001271029-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;DAS NACOES;;PREENCHIMENTO OPCIONAL;;100;PADRE LIBERIO;;;;DIVINOPOLIS;-20,12421980;-44,88294630;09/01/2019;15:31:04;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001276166-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;ERICO VERISSIMO;;PREENCHIMENTO OPCIONAL;;297;SANTA LUZIA;;;;DIVINOPOLIS;-20,14865230;-44,90476940;03/01/2019;21:00:00;BOLSA / MOCHILA;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001276166-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;ERICO VERISSIMO;;PREENCHIMENTO OPCIONAL;;297;SANTA LUZIA;;;;DIVINOPOLIS;-20,14865230;-44,90476940;03/01/2019;21:00:00;MOEDA NACIONAL (REAL);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;15,00
2019-001279473-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;C01155;CONSUMADO;RUA;JACIRA GOMES LATALIZA;;PREENCHIMENTO OPCIONAL;;691;BERNARDO SOARES DE FARIA;;;;ABAETE;-19,17893740;-45,43715320;09/01/2019;16:13:36;FOGAO / BOTIJAO DE GAS;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001280073-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;C01180;CONSUMADO;RUA;IRIRI;;PREENCHIMENTO OPCIONAL;;680;JARDIM DAS OLIVEIRAS II;;;;DIVINOPOLIS;-20,10215730;-44,87845340;09/01/2019;16:14:40;TELEFONE CELULAR;UNIDADE;RECUPERADO;1;1,00
2019-001283415-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;RUA;INVÁLIDO;BARRETINHOS;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;NOVA SERRANA;;;09/01/2019;15:35:28;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001283666-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;PARA DE MINAS;PREENCHIMENTO OPCIONAL;;1525;INVÁLIDO;;;;NOVA SERRANA;;;09/01/2019;16:08:31;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);2;0,00
2019-001283666-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;PARA DE MINAS;PREENCHIMENTO OPCIONAL;;1525;INVÁLIDO;;;;NOVA SERRANA;;;09/01/2019;16:08:31;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);2;2,00
2019-001284279-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E99000;CONSUMADO;AVENIDA;BRASIL;;PREENCHIMENTO OPCIONAL;;1543;MARILIA;;;;LAGOA DA PRATA;-20,02914280;-45,52988490;09/01/2019;15:55:56;CARTUCHO INTACTO (MUNICAO) DE ARMA DE FOGO DE USO PERMITIDO;UNIDADE;RECOLHIDO;1;1,00
2019-001285652-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;A05000;CONSUMADO;SITIO;RECANTO DAS AGUAS [MOACIR DO EVANDO];;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;MORADA NOVA DE MINAS;-18,59404860;-45,34224750;09/01/2019;16:30:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-001285652-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;A05000;CONSUMADO;SITIO;RECANTO DAS AGUAS [MOACIR DO EVANDO];;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;MORADA NOVA DE MINAS;-18,59404860;-45,34224750;09/01/2019;16:30:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;APREENDIDO;2;2,00
2019-001286070-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;NICARAGUA;;PREENCHIMENTO OPCIONAL;;751;DONA ROSA;;;;DIVINOPOLIS;-20,16467160;-44,85620050;09/01/2019;16:01:51;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001286070-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;NICARAGUA;;PREENCHIMENTO OPCIONAL;;751;DONA ROSA;;;;DIVINOPOLIS;-20,16467160;-44,85620050;09/01/2019;16:01:51;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001289319-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;PRACA;LINCOLN DA LUZ RIBEIRO;;PREENCHIMENTO OPCIONAL;;23.0000;CENTRO;CENTRO;;;ITAPECERICA;-20,46994050;-45,12303910;09/01/2019;16:20:00;BUCHA DE MACONHA;UNIDADE;APREENDIDO;1;1,00
2019-001289319-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;PRACA;LINCOLN DA LUZ RIBEIRO;;PREENCHIMENTO OPCIONAL;;23.0000;CENTRO;CENTRO;;;ITAPECERICA;-20,46994050;-45,12303910;09/01/2019;16:20:00;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-001294575-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;SITIO;SILVIO - REGIAO TABUOES;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA CONQUISTA;ITAUNA;-20,14008330;-44,51908330;07/01/2019;04:00:00;OUTROS - COMBUSTIVEL / DERIVADO DE PETROLEO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001294575-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;SITIO;SILVIO - REGIAO TABUOES;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA CONQUISTA;ITAUNA;-20,14008330;-44,51908330;07/01/2019;04:00:00;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001294575-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;SITIO;SILVIO - REGIAO TABUOES;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA CONQUISTA;ITAUNA;-20,14008330;-44,51908330;07/01/2019;04:00:00;OUTROS - FERRAMENTAS EM GERAL;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001297685-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01155;CONSUMADO;RUA;PEQUI;;PREENCHIMENTO OPCIONAL;;775;SANTOS DUMONT;;;;PARA DE MINAS;-19,83822740;-44,60707210;09/01/2019;17:46:34;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001299026-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;I04033;CONSUMADO;RUA;CARMELITA DE CASTRO;;PREENCHIMENTO OPCIONAL;;360;VILA CARMELITA;;;;FORMIGA;-20,47285520;-45,41579290;09/01/2019;17:54:23;BUCHA DE MACONHA;UNIDADE;APREENDIDO;1;1,00
2019-001299026-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;I04033;CONSUMADO;RUA;CARMELITA DE CASTRO;;PREENCHIMENTO OPCIONAL;;360;VILA CARMELITA;;;;FORMIGA;-20,47285520;-45,41579290;09/01/2019;17:54:23;CRACK EM PEDRAS;UNIDADE;APREENDIDO;1;105,00
2019-001299026-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;I04033;CONSUMADO;RUA;CARMELITA DE CASTRO;;PREENCHIMENTO OPCIONAL;;360;VILA CARMELITA;;;;FORMIGA;-20,47285520;-45,41579290;09/01/2019;17:54:23;MOEDA NACIONAL (REAL);UNIDADE;APREENDIDO;1;1,00
2019-001299026-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;I04033;CONSUMADO;RUA;CARMELITA DE CASTRO;;PREENCHIMENTO OPCIONAL;;360;VILA CARMELITA;;;;FORMIGA;-20,47285520;-45,41579290;09/01/2019;17:54:23;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;APREENDIDO;1;1,00
2019-001299026-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;I04033;CONSUMADO;RUA;CARMELITA DE CASTRO;;PREENCHIMENTO OPCIONAL;;360;VILA CARMELITA;;;;FORMIGA;-20,47285520;-45,41579290;09/01/2019;17:54:23;TELEFONE CELULAR;UNIDADE;APREENDIDO;4;4,00
2019-001303186-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;AUGUSTO PEDRO ALCANTARA;;PREENCHIMENTO OPCIONAL;;313;ITAUNENSE;;CONDOM¿NIO VERA CRUZ;CONDOMINIO VERA CRUZ;ITAUNA;-20,09411470;-44,61456330;09/01/2019;18:17:27;MOBILIARIOS EM GERAL;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001303186-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;AUGUSTO PEDRO ALCANTARA;;PREENCHIMENTO OPCIONAL;;313;ITAUNENSE;;CONDOM¿NIO VERA CRUZ;CONDOMINIO VERA CRUZ;ITAUNA;-20,09411470;-44,61456330;09/01/2019;18:17:27;OUTROS - FERRAMENTAS EM GERAL;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001303186-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;AUGUSTO PEDRO ALCANTARA;;PREENCHIMENTO OPCIONAL;;313;ITAUNENSE;;CONDOM¿NIO VERA CRUZ;CONDOMINIO VERA CRUZ;ITAUNA;-20,09411470;-44,61456330;09/01/2019;18:17:27;OUTROS - MATERIAIS DE CONSTRUCAO / ELETRICOS / TELEFONIA;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001303186-001;POLICIA MILITAR;DESATIVADASRACIONAL SEDE/63 BPM;51 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;AUGUSTO PEDRO ALCANTARA;;PREENCHIMENTO OPCIONAL;;313;ITAUNENSE;;CONDOM¿NIO VERA CRUZ;CONDOMINIO VERA CRUZ;ITAUNA;-20,09411470;-44,61456330;09/01/2019;18:17:27;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001307667-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;A16000;CONSUMADO;RUA;POCOS DE CALDAS;;PREENCHIMENTO OPCIONAL;;400;SAO BENTO;;;;DIVINOPOLIS;-20,18172170;-44,85188780;09/01/2019;18:48:45;OUTROS - ACESSORIO / PECA / ESTRUTURA DE VEICULO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;2,00
2019-001310870-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;C01155;CONSUMADO;RUA;SANTOS DUMONT;;PREENCHIMENTO OPCIONAL;;1158;NOSSA SENHORA DE FATIMA;;;;BAMBUI;-20,01634390;-45,97016330;09/01/2019;19:00:00;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001312475-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;ANTONIO HONORIO DOS SANTOS;;PREENCHIMENTO OPCIONAL;;1045;SAO GERALDO IL;;;;NOVA SERRANA;-19,88214850;-44,96723480;09/01/2019;19:12:12;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001312475-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;ANTONIO HONORIO DOS SANTOS;;PREENCHIMENTO OPCIONAL;;1045;SAO GERALDO IL;;;;NOVA SERRANA;-19,88214850;-44,96723480;09/01/2019;19:12:12;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001313231-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;JOAO FERREIRA DE OLIVEIRA;;PREENCHIMENTO OPCIONAL;;571;QUINTINO;;;;DIVINOPOLIS;-20,15877650;-44,93312880;09/01/2019;19:27:51;BUCHA DE MACONHA;PREENCHIMENTO OPCIONAL;APREENDIDO;1;0,00
2019-001314721-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;AMARAL;;PREENCHIMENTO OPCIONAL;;670;NOVO HORIZONTE;;;;NOVA SERRANA;-19,85695390;-44,99470550;09/01/2019;19:14:25;CARGA DE CIGARROS;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;20,00
2019-001314721-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;AMARAL;;PREENCHIMENTO OPCIONAL;;670;NOVO HORIZONTE;;;;NOVA SERRANA;-19,85695390;-44,99470550;09/01/2019;19:14:25;FOGAO / BOTIJAO DE GAS;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001314721-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;AMARAL;;PREENCHIMENTO OPCIONAL;;670;NOVO HORIZONTE;;;;NOVA SERRANA;-19,85695390;-44,99470550;09/01/2019;19:14:25;FORNO ELETRICO / MICRO-ONDAS;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001314721-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;AMARAL;;PREENCHIMENTO OPCIONAL;;670;NOVO HORIZONTE;;;;NOVA SERRANA;-19,85695390;-44,99470550;09/01/2019;19:14:25;MOEDA NACIONAL (REAL);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;50,00
2019-001314721-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01155;CONSUMADO;AVENIDA;AMARAL;;PREENCHIMENTO OPCIONAL;;670;NOVO HORIZONTE;;;;NOVA SERRANA;-19,85695390;-44,99470550;09/01/2019;19:14:25;OUTROS - BEBIDA;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;16,00
2019-001316486-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;LAMENTACOES;;PREENCHIMENTO OPCIONAL;;30;SANTOS DUMONT;;;;PARA DE MINAS;-19,84306620;-44,59006630;09/01/2019;19:48:30;BUCHA DE MACONHA;UNIDADE;APREENDIDO;1;1,00
2019-001316486-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;LAMENTACOES;;PREENCHIMENTO OPCIONAL;;30;SANTOS DUMONT;;;;PARA DE MINAS;-19,84306620;-44,59006630;09/01/2019;19:48:30;COLAR / GARGANTILHA / CORDAO;UNIDADE;APREENDIDO;2;2,00
2019-001316486-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;LAMENTACOES;;PREENCHIMENTO OPCIONAL;;30;SANTOS DUMONT;;;;PARA DE MINAS;-19,84306620;-44,59006630;09/01/2019;19:48:30;CRACK EM PEDRAS;UNIDADE;APREENDIDO;2;115,00
2019-001316486-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;LAMENTACOES;;PREENCHIMENTO OPCIONAL;;30;SANTOS DUMONT;;;;PARA DE MINAS;-19,84306620;-44,59006630;09/01/2019;19:48:30;MOEDA NACIONAL (REAL);PREENCHIMENTO OPCIONAL;APREENDIDO;2;0,00
2019-001316486-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;LAMENTACOES;;PREENCHIMENTO OPCIONAL;;30;SANTOS DUMONT;;;;PARA DE MINAS;-19,84306620;-44,59006630;09/01/2019;19:48:30;OUTROS - CRACK;UNIDADE;APREENDIDO;1;2,00
2019-001316486-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;LAMENTACOES;;PREENCHIMENTO OPCIONAL;;30;SANTOS DUMONT;;;;PARA DE MINAS;-19,84306620;-44,59006630;09/01/2019;19:48:30;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;APREENDIDO;1;3,00
2019-001316486-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;LAMENTACOES;;PREENCHIMENTO OPCIONAL;;30;SANTOS DUMONT;;;;PARA DE MINAS;-19,84306620;-44,59006630;09/01/2019;19:48:30;RELOGIO;UNIDADE;APREENDIDO;1;1,00
2019-001316486-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;LAMENTACOES;;PREENCHIMENTO OPCIONAL;;30;SANTOS DUMONT;;;;PARA DE MINAS;-19,84306620;-44,59006630;09/01/2019;19:48:30;TELEFONE CELULAR;UNIDADE;APREENDIDO;4;4,00
2019-001317528-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01155;CONSUMADO;RUA;GOIAS;;PREENCHIMENTO OPCIONAL;;380;CENTRO;;;;DIVINOPOLIS;-20,14583740;-44,88878740;09/01/2019;20:02:12;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001318704-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;AZALEIAS;;PREENCHIMENTO OPCIONAL;;92.0000;QUENTA SOL;QUENTA SOL;;;BOM DESPACHO;-19,74289500;-45,26631340;09/01/2019;20:08:20;CRACK EM PEDRAS;PREENCHIMENTO OPCIONAL;APREENDIDO;1;1,00
2019-001318704-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;AZALEIAS;;PREENCHIMENTO OPCIONAL;;92.0000;QUENTA SOL;QUENTA SOL;;;BOM DESPACHO;-19,74289500;-45,26631340;09/01/2019;20:08:20;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;APREENDIDO;1;1,00
2019-001322299-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;50 CIA PM/7 BPM/7 RPM;C99000;CONSUMADO;RUA;CAETES;CAETES;PREENCHIMENTO OPCIONAL;;486.000;CENTRO;ALVORADA;;;MOEMA;-19,84325350;-45,41406510;09/01/2019;18:52:54;OUTROS  - EXPLOSIVOS / MUNICOES / TIRO ESPORTIVO;PREENCHIMENTO OPCIONAL;EXTRAVIADO;1;0,00
2019-001323800-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;C01155;CONSUMADO;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;67;INVÁLIDO;;;;ITAPECERICA;-20,42901280;-44,91117630;09/01/2019;10:00:00;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001323800-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;C01155;CONSUMADO;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;67;INVÁLIDO;;;;ITAPECERICA;-20,42901280;-44,91117630;09/01/2019;10:00:00;OUTROS - UTENSILIOS CAMA / MESA / BANHO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;2,00
2019-001323800-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;C01155;CONSUMADO;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;67;INVÁLIDO;;;;ITAPECERICA;-20,42901280;-44,91117630;09/01/2019;10:00:00;RADIO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001323800-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;C01155;CONSUMADO;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;67;INVÁLIDO;;;;ITAPECERICA;-20,42901280;-44,91117630;09/01/2019;10:00:00;TELEVISAO;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001325879-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;SIDERPITA;PREENCHIMENTO OPCIONAL;;642;INVÁLIDO;;;;PITANGUI;;;09/01/2019;20:49:18;MOEDA NACIONAL (REAL);UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;500,00
2019-001325879-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;SIDERPITA;PREENCHIMENTO OPCIONAL;;642;INVÁLIDO;;;;PITANGUI;;;09/01/2019;20:49:18;OUTROS OBJETOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001327536-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;CONGONHAS;;PREENCHIMENTO OPCIONAL;;801;NOVO HORIZONTE;;;;NOVA SERRANA;-19,85633430;-44,99563550;09/01/2019;21:12:20;TELEFONE CELULAR;PREENCHIMENTO OPCIONAL;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
2019-001328543-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;C01155;CONSUMADO;RODOVIA;164;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA DOS IPÊS;ITAPECERICA;-20,46569060;-45,12290120;09/01/2019;19:30:00;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;1,00
2019-001329626-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;DOZE;PREENCHIMENTO OPCIONAL;;98;INVÁLIDO;SAO JOSE;;;NOVA SERRANA;;;09/01/2019;20:58:19;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);3;3,00
2019-001334161-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;OTAVIO SOARES SIQUEIRA;;PREENCHIMENTO OPCIONAL;;69;CIDADE NOVA I;;;;NOVA SERRANA;-19,89379790;-44,95146820;09/01/2019;21:34:41;TELEFONE CELULAR;UNIDADE;FURTADO / ROUBADO (NAO RECUPERADO);1;0,00
