UF;MUNICÍPIO;TOTAL;AUTOMÓVEL;BONDE;CAMINHÃO;CAMINHÃO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAFAFORMA;CICLOMOTOR;MICRO-ÔNIBUS;MOTOCICLETA;MOTONETA;ÔNIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEIRA;TRATOR RODAS;TRICICLO;UTILITÁRIO;ANO
BA;DIAS D'AVILA;3139;1551;0;256;61;30;318;1;0;22;478;137;127;0;68;89;0;1;0;0;0;0;2001
BA;DOM BASILIO;608;120;0;83;3;1;50;0;0;3;338;2;5;0;0;3;0;0;0;0;0;0;2001
BA;DOM MACEDO COSTA;137;43;0;10;0;2;50;0;0;1;31;0;0;0;0;0;0;0;0;0;0;0;2001
BA;ELISIO MEDRADO;303;167;0;16;0;1;23;0;0;0;81;5;10;0;0;0;0;0;0;0;0;0;2001
BA;ENCRUZILHADA;212;88;0;25;0;5;54;0;0;6;30;0;3;0;1;0;0;0;0;0;0;0;2001
BA;ENTRE RIOS;810;422;0;81;6;24;98;0;0;9;130;7;16;0;9;8;0;0;0;0;0;0;2001
BA;ERICO CARDOSO;171;72;0;7;0;2;59;0;0;2;27;0;2;0;0;0;0;0;0;0;0;0;2001
BA;ESPLANADA;815;459;0;56;4;22;104;0;0;8;131;6;12;0;7;5;0;0;0;0;0;1;2001
BA;EUCLIDES DA CUNHA;1947;759;0;160;3;11;275;0;0;12;626;29;52;0;18;2;0;0;0;0;0;0;2001
BA;EUNAPOLIS;9592;3871;0;772;26;292;1037;2;1;21;2573;700;147;0;120;30;0;0;0;0;0;0;2001
BA;FATIMA;180;66;0;4;0;1;24;0;0;1;74;4;5;0;1;0;0;0;0;0;0;0;2001
BA;FEIRA DA MATA;38;10;0;4;0;1;8;0;0;0;12;0;3;0;0;0;0;0;0;0;0;0;2001
BA;FEIRA DE SANTANA;60050;34992;0;4208;611;1078;6295;41;22;424;8565;1530;667;0;789;780;29;9;0;3;0;7;2001
BA;FILADELFIA;336;145;0;41;4;5;35;0;0;4;87;6;6;0;1;2;0;0;0;0;0;0;2001
BA;FIRMINO ALVES;49;31;0;4;0;0;8;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;2001
BA;FLORESTA AZUL;205;143;0;10;0;3;24;0;0;1;22;0;0;0;2;0;0;0;0;0;0;0;2001
BA;FORMOSA DO RIO PRETO;242;80;0;18;3;5;45;0;0;0;67;17;2;0;0;5;0;0;0;0;0;0;2001
BA;GANDU;1670;789;0;155;3;31;363;0;0;1;298;17;7;0;5;1;0;0;0;0;0;0;2001
BA;GAVIAO;75;29;0;13;0;1;6;0;0;3;17;2;1;0;1;2;0;0;0;0;0;0;2001
BA;GENTIO DO OURO;128;27;0;7;1;1;82;0;0;0;9;0;0;0;0;1;0;0;0;0;0;0;2001
BA;GLORIA;386;127;0;28;3;6;46;0;0;5;156;0;15;0;0;0;0;0;0;0;0;0;2001
BA;GONGOGI;55;31;0;5;0;0;16;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;2001
BA;GOVERNADOR MANGABEIRA;1423;647;0;113;6;8;128;0;0;8;463;19;15;0;11;4;0;1;0;0;0;0;2001
BA;GUAJERU;44;12;0;3;0;0;12;0;0;5;10;1;1;0;0;0;0;0;0;0;0;0;2001
BA;GUANAMBI;8647;2916;0;678;35;104;1461;1;1;29;3128;149;72;0;42;30;0;1;0;0;0;0;2001
BA;GUARATINGA;377;163;0;35;0;13;48;0;0;4;92;9;11;0;2;0;0;0;0;0;0;0;2001
BA;HELIOPOLIS;274;101;0;13;0;0;27;0;0;0;124;5;3;0;1;0;0;0;0;0;0;0;2001
BA;IACU;848;397;0;69;1;4;104;0;0;4;236;25;1;0;6;1;0;0;0;0;0;0;2001
BA;IBIASSUCE;426;130;0;29;1;0;65;0;0;5;188;6;2;0;0;0;0;0;0;0;0;0;2001
BA;IBICARAI;1031;656;0;80;2;23;145;0;0;6;87;7;5;0;19;1;0;0;0;0;0;0;2001
BA;IBICOARA;333;100;0;39;0;7;57;0;0;3;115;1;7;0;3;1;0;0;0;0;0;0;2001
BA;IBICUI;279;153;0;19;0;13;44;0;0;4;40;0;2;0;4;0;0;0;0;0;0;0;2001
BA;IBIPEBA;204;86;0;23;1;0;55;0;0;0;36;0;2;0;0;1;0;0;0;0;0;0;2001
BA;IBIPITANGA;431;95;0;22;5;2;107;0;0;1;178;4;12;0;0;5;0;0;0;0;0;0;2001
BA;IBIQUERA;50;31;0;3;0;0;7;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;2001
BA;IBIRAPITANGA;221;87;0;22;1;3;84;0;0;0;13;5;1;0;1;4;0;0;0;0;0;0;2001
BA;IBIRAPUA;117;70;0;0;0;3;14;0;0;1;25;3;1;0;0;0;0;0;0;0;0;0;2001
BA;IBIRATAIA;489;221;0;43;1;10;133;0;0;3;74;3;0;0;0;1;0;0;0;0;0;0;2001
BA;IBITIARA;469;197;0;39;0;2;132;0;0;4;83;2;10;0;0;0;0;0;0;0;0;0;2001
BA;IBITITA;297;158;0;27;1;3;63;0;0;0;39;1;4;0;0;1;0;0;0;0;0;0;2001
BA;IBOTIRAMA;1363;463;0;105;9;19;235;0;0;9;417;72;6;0;10;16;0;2;0;0;0;0;2001
BA;ICHU;265;119;0;13;0;1;30;0;0;1;95;0;2;0;4;0;0;0;0;0;0;0;2001
BA;IGAPORA;419;170;0;52;2;3;122;0;0;2;57;2;7;0;0;2;0;0;0;0;0;0;2001
BA;IGRAPIUNA;172;50;0;17;0;5;30;0;0;0;65;0;5;0;0;0;0;0;0;0;0;0;2001
BA;IGUAI;294;133;0;29;0;11;62;0;0;5;38;7;6;0;3;0;0;0;0;0;0;0;2001
BA;ILHEUS;10354;6988;0;357;13;212;1234;1;0;49;861;152;259;0;177;32;0;1;0;10;7;1;2001
BA;INHAMBUPE;889;360;0;67;2;16;130;0;0;10;251;27;18;0;8;0;0;0;0;0;0;0;2001
BA;IPECAETA;87;31;0;6;0;2;21;0;0;2;11;0;13;0;1;0;0;0;0;0;0;0;2001
BA;IPIAU;2913;1361;0;239;8;57;430;0;0;11;728;50;4;0;13;12;0;0;0;0;0;0;2001
BA;IPIRA;2919;979;0;217;14;18;499;0;0;11;1111;13;27;0;18;11;0;1;0;0;0;0;2001
BA;IPUPIARA;131;45;0;9;2;2;39;0;0;3;29;1;0;0;0;1;0;0;0;0;0;0;2001
BA;IRAJUBA;151;57;0;7;0;1;54;0;0;0;26;0;5;0;0;1;0;0;0;0;0;0;2001
BA;IRAMAIA;132;56;0;17;1;0;34;0;0;0;23;0;0;0;0;1;0;0;0;0;0;0;2001
BA;IRAQUARA;413;197;0;40;0;4;81;0;0;7;80;1;2;0;1;0;0;0;0;0;0;0;2001
BA;IRARA;697;376;0;47;2;5;112;0;0;8;112;8;18;0;7;2;0;0;0;0;0;0;2001
BA;IRECE;5806;2263;0;428;24;88;749;0;0;21;2001;160;20;0;22;29;0;0;0;0;1;0;2001
BA;ITABELA;1117;359;0;119;5;33;151;0;0;2;353;59;20;0;11;4;0;0;0;0;0;1;2001
BA;ITABERABA;3779;1634;0;248;13;70;486;0;0;13;1080;180;17;0;22;14;1;1;0;0;0;0;2001
BA;ITABUNA;21003;13098;7;1141;58;469;2432;26;4;58;2376;365;550;0;338;73;0;3;0;0;1;4;2001
BA;ITACARE;108;42;0;4;0;9;24;0;0;4;21;3;1;0;0;0;0;0;0;0;0;0;2001
BA;ITAETE;360;139;0;38;0;4;91;0;0;0;81;3;3;0;1;0;0;0;0;0;0;0;2001
BA;ITAGI;191;102;0;13;0;5;53;0;0;0;15;0;2;0;1;0;0;0;0;0;0;0;2001
BA;ITAGIBA;188;84;0;10;0;1;70;0;0;3;16;0;2;0;2;0;0;0;0;0;0;0;2001
BA;ITAGIMIRIM;209;102;0;19;0;7;34;0;0;0;38;2;2;0;5;0;0;0;0;0;0;0;2001
BA;ITAGUACU DA BAHIA;75;25;0;8;0;1;15;0;0;0;23;0;3;0;0;0;0;0;0;0;0;0;2001
BA;ITAJU DO COLONIA;72;39;0;5;0;2;15;0;0;0;5;0;4;0;2;0;0;0;0;0;0;0;2001
BA;ITAJUIPE;762;461;0;53;6;11;153;0;0;0;50;12;4;0;11;1;0;0;0;0;0;0;2001
BA;ITAMARAJU;4092;1635;0;286;17;155;555;1;0;9;1166;164;62;0;24;18;0;0;0;0;0;0;2001
BA;ITAMARI;154;68;0;19;0;4;40;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;2001
BA;ITAMBE;373;205;0;36;0;11;84;0;0;4;30;1;2;0;0;0;0;0;0;0;0;0;2001
BA;ITANAGRA;11;6;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001
BA;ITANHEM;505;260;0;16;0;17;54;0;0;1;137;4;7;0;7;2;0;0;0;0;0;0;2001
BA;ITAPARICA;478;222;0;20;9;2;135;0;0;26;36;2;11;0;8;7;0;0;0;0;0;0;2001
BA;ITAPE;178;124;0;8;1;4;20;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;2001
BA;ITAPEBI;182;107;0;17;0;9;30;0;0;0;16;2;0;0;1;0;0;0;0;0;0;0;2001
BA;ITAPETINGA;4166;2265;0;331;1;173;620;0;1;13;629;33;54;0;42;4;0;0;0;0;0;0;2001
BA;ITAPICURU;194;90;0;11;0;0;32;0;0;3;45;6;7;0;0;0;0;0;0;0;0;0;2001
BA;ITAPITANGA;87;52;0;3;0;3;22;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;2001
BA;ITAQUARA;93;51;0;6;0;0;30;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;2001
BA;ITARANTIM;441;213;0;31;0;26;61;0;0;1;101;2;2;0;4;0;0;0;0;0;0;0;2001
BA;ITATIM;582;239;0;64;2;4;94;0;0;1;149;11;11;0;2;5;0;0;0;0;0;0;2001
BA;ITIRUCU;755;359;0;95;8;7;96;0;0;0;148;25;5;0;4;8;0;0;0;0;0;0;2001
BA;ITIUBA;812;371;0;43;0;7;144;0;0;3;222;3;16;0;3;0;0;0;0;0;0;0;2001
BA;ITORORO;643;376;0;39;0;19;129;0;0;3;51;3;7;0;16;0;0;0;0;0;0;0;2001
BA;ITUACU;394;96;0;65;4;5;89;0;0;2;111;5;4;0;1;12;0;0;0;0;0;0;2001
BA;ITUBERA;861;376;0;63;0;27;110;1;0;5;245;13;16;0;4;1;0;0;0;0;0;0;2001
BA;IUIU;106;24;0;11;0;1;29;0;0;1;38;1;0;0;0;1;0;0;0;0;0;0;2001
BA;JABORANDI;191;30;0;15;0;3;58;0;0;0;71;2;12;0;0;0;0;0;0;0;0;0;2001
BA;JACARACI;230;86;0;10;0;0;47;0;0;4;77;0;6;0;0;0;0;0;0;0;0;0;2001
BA;JACOBINA;7227;3480;0;477;31;152;1106;0;0;26;1680;100;58;0;72;39;2;2;0;1;0;1;2001
BA;JAGUAQUARA;2313;1078;0;303;18;40;413;0;0;3;382;9;24;0;15;28;0;0;0;0;0;0;2001
BA;JAGUARARI;1203;617;0;82;0;14;264;0;0;10;157;16;27;0;10;3;1;1;0;0;0;1;2001
BA;JAGUARIPE;128;55;0;8;0;2;31;1;0;1;23;1;6;0;0;0;0;0;0;0;0;0;2001
BA;JANDAIRA;69;29;0;13;0;2;9;0;0;2;12;1;1;0;0;0;0;0;0;0;0;0;2001
BA;JEQUIE;13918;6812;0;920;86;245;1679;1;1;28;3496;183;173;0;122;111;50;2;0;0;5;4;2001
BA;JEREMOABO;813;282;0;58;0;17;110;0;0;8;301;20;10;0;6;1;0;0;0;0;0;0;2001
BA;JIQUIRICA;489;183;0;23;0;2;60;0;0;0;207;6;7;0;1;0;0;0;0;0;0;0;2001
BA;JITAUNA;278;137;0;21;1;6;67;0;0;4;39;1;2;0;0;0;0;0;0;0;0;0;2001
BA;JOAO DOURADO;436;246;0;46;0;4;57;0;0;1;69;4;6;0;3;0;0;0;0;0;0;0;2001
BA;JUAZEIRO;19665;10124;0;1400;102;195;3590;5;5;121;3208;414;258;0;91;143;6;2;0;0;0;1;2001
BA;JUCURUCU;87;35;0;6;0;3;11;0;0;0;31;0;0;0;1;0;0;0;0;0;0;0;2001
BA;JUSSARA;220;103;0;19;0;2;32;0;0;1;60;0;3;0;0;0;0;0;0;0;0;0;2001
BA;JUSSARI;86;45;0;10;0;2;20;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;2001
BA;JUSSIAPE;339;101;0;23;1;0;83;0;0;3;126;1;1;0;0;0;0;0;0;0;0;0;2001
BA;LAFAIETE COUTINHO;42;20;0;3;0;0;11;0;0;1;6;0;1;0;0;0;0;0;0;0;0;0;2001
BA;LAGEDO DO TABOCAL;146;71;0;20;0;2;23;0;0;0;29;0;1;0;0;0;0;0;0;0;0;0;2001
BA;LAGOA REAL;151;48;0;9;1;0;43;0;0;3;39;0;8;0;0;0;0;0;0;0;0;0;2001
BA;LAJE;653;242;0;75;4;4;115;0;0;1;187;6;13;0;3;3;0;0;0;0;0;0;2001
BA;LAJEDAO;61;25;0;6;0;2;3;0;0;0;20;1;2;0;2;0;0;0;0;0;0;0;2001
BA;LAJEDINHO;61;27;0;8;0;3;13;0;0;0;9;0;0;0;1;0;0;0;0;0;0;0;2001
BA;LAMARAO;106;43;0;2;0;0;36;0;0;1;23;0;0;0;1;0;0;0;0;0;0;0;2001
BA;LAPAO;483;215;0;53;1;4;93;0;0;6;98;4;7;0;1;1;0;0;0;0;0;0;2001
BA;LAURO DE FREITAS;14161;9173;0;1054;58;354;1815;1;1;177;934;154;73;0;227;128;0;4;0;1;0;7;2001
BA;LENCOIS;170;100;0;8;0;6;30;0;0;4;18;1;0;0;3;0;0;0;0;0;0;0;2001
BA;LICINIO DE ALMEIDA;539;188;0;65;0;5;64;0;0;3;202;6;6;0;0;0;0;0;0;0;0;0;2001
BA;LIVRAMENTO DO BRUMADO;2779;821;0;142;7;31;453;0;0;9;1256;32;18;0;4;6;0;0;0;0;0;0;2001
BA;LUIZ EDUARDO MAGALHAES;444;147;0;35;35;39;56;0;0;4;62;20;0;0;1;45;0;0;0;0;0;0;2001
BA;MACAJUBA;140;60;0;6;0;5;35;0;0;3;20;2;9;0;0;0;0;0;0;0;0;0;2001
BA;MACAUBAS;1167;425;0;117;5;17;241;0;0;5;257;19;72;0;2;7;0;0;0;0;0;0;2001
BA;MACURURE;46;18;0;4;0;2;8;0;0;1;11;0;2;0;0;0;0;0;0;0;0;0;2001
BA;MADRE DE DEUS;438;237;0;45;18;7;45;10;0;1;12;8;19;0;13;22;0;0;0;1;0;0;2001
BA;MAETINGA;68;29;0;9;0;2;10;0;0;1;15;0;2;0;0;0;0;0;0;0;0;0;2001
BA;MAIQUINIQUE;182;82;0;24;0;9;24;0;0;1;38;1;3;0;0;0;0;0;0;0;0;0;2001
BA;MAIRI;671;342;0;43;0;7;147;0;0;3;114;0;7;0;8;0;0;0;0;0;0;0;2001
BA;MALHADA;96;20;0;6;0;0;27;0;0;2;39;0;2;0;0;0;0;0;0;0;0;0;2001
BA;MALHADA DAS PEDRAS;323;73;0;30;5;2;48;0;0;3;152;3;4;0;0;3;0;0;0;0;0;0;2001
BA;MANOEL VITORINO;184;84;0;15;5;0;57;0;0;0;15;0;2;0;1;4;0;1;0;0;0;0;2001
BA;MANSIDAO;43;4;0;0;0;1;10;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;2001
BA;MARACANI;379;190;0;27;0;7;65;0;0;1;82;4;2;0;1;0;0;0;0;0;0;0;2001
BA;MARACAS;1046;376;0;135;5;17;278;0;0;2;204;3;18;0;3;5;0;0;0;0;0;0;2001
BA;MARAGOGIPE;765;465;0;95;0;2;62;0;0;3;130;2;2;0;4;0;0;0;0;0;0;0;2001
BA;MARAU;34;19;0;4;0;1;3;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;2001
BA;MARCIONILIO SOUZA;153;57;0;11;0;0;44;0;0;2;35;0;3;0;1;0;0;0;0;0;0;0;2001
BA;MASCOTE;164;72;0;15;0;12;48;0;0;0;13;1;1;0;2;0;0;0;0;0;0;0;2001
BA;MATA DE SAO JOAO;1148;591;0;95;6;10;130;0;0;13;243;32;20;0;8;0;0;0;0;0;0;0;2001
BA;MATINA;97;34;0;6;0;1;33;0;0;0;20;1;2;0;0;0;0;0;0;0;0;0;2001
BA;MEDEIROS NETO;823;405;0;38;3;33;99;0;0;0;222;10;7;0;5;1;0;0;0;0;0;0;2001
BA;MIGUEL CALMON;1007;473;0;64;0;10;249;0;0;2;184;7;10;0;7;0;0;0;0;0;1;0;2001
BA;MILAGRES;570;317;0;95;3;1;70;0;0;2;63;4;7;0;4;4;0;0;0;0;0;0;2001
BA;MIRANGABA;202;77;0;21;0;0;50;0;0;4;42;0;7;0;1;0;0;0;0;0;0;0;2001
BA;MIRANTE;103;24;0;16;0;0;32;0;0;4;24;0;3;0;0;0;0;0;0;0;0;0;2001
BA;MONTE SANTO;987;355;0;51;4;8;217;0;0;6;287;2;38;0;14;5;0;0;0;0;0;0;2001
BA;MORPARA;69;13;0;4;0;1;26;0;0;0;22;1;1;0;1;0;0;0;0;0;0;0;2001
BA;MORRO DO CHAPEU;902;515;0;66;0;12;206;0;0;7;76;6;7;0;5;1;0;1;0;0;0;0;2001
BA;MORTUGABA;354;126;0;21;1;1;57;0;0;3;133;6;5;0;1;0;0;0;0;0;0;0;2001
BA;MUCUGE;292;122;0;32;1;8;92;0;0;3;29;1;3;0;0;1;0;0;0;0;0;0;2001
BA;MUCURI;894;558;0;33;4;25;70;0;0;4;111;44;10;0;9;26;0;0;0;0;0;0;2001
BA;MULUNGU DO MORRO;131;55;0;12;1;0;37;0;0;0;24;2;0;0;0;0;0;0;0;0;0;0;2001
BA;MUNDO NOVO;644;374;0;45;0;6;99;0;0;3;94;3;17;0;2;1;0;0;0;0;0;0;2001
BA;MUNIZ FERREIRA;274;112;0;30;0;4;82;0;0;7;35;1;2;0;1;0;0;0;0;0;0;0;2001
BA;MUQUEM DO SAO FRANCISCO;57;21;0;3;0;2;6;0;0;1;18;1;5;0;0;0;0;0;0;0;0;0;2001
BA;MURITIBA;1363;683;0;282;19;3;111;0;0;15;171;23;8;0;23;25;0;0;0;0;0;0;2001
BA;MUTUIPE;1353;557;0;69;0;27;134;0;0;10;497;39;12;0;8;0;0;0;0;0;0;0;2001
BA;NAZARE;1461;804;0;125;3;15;176;0;0;18;256;34;7;0;14;9;0;0;0;0;0;0;2001
BA;NILO PECANHA;148;85;0;11;0;7;31;0;0;0;8;1;4;0;1;0;0;0;0;0;0;0;2001
BA;NORDESTINA;170;81;0;10;1;1;39;0;0;2;30;1;3;0;1;1;0;0;0;0;0;0;2001
BA;NOVA CANAA;223;109;0;26;0;4;50;0;0;1;31;0;2;0;0;0;0;0;0;0;0;0;2001
BA;NOVA FATIMA;215;73;0;33;2;2;23;0;0;0;76;1;2;0;1;2;0;0;0;0;0;0;2001
BA;NOVA IBIA;138;53;0;6;0;2;33;0;0;0;41;1;1;0;1;0;0;0;0;0;0;0;2001
BA;NOVA ITARANA;121;65;0;13;0;1;19;0;0;3;16;0;2;0;2;0;0;0;0;0;0;0;2001
BA;NOVA REDENCAO;94;37;0;7;0;2;17;0;0;4;25;0;2;0;0;0;0;0;0;0;0;0;2001
BA;NOVA SOURE;501;217;0;33;0;4;57;1;0;2;156;21;8;0;2;0;0;0;0;0;0;0;2001
BA;NOVA VICOSA;683;330;0;39;0;24;93;0;0;3;122;32;28;0;7;5;0;0;0;0;0;0;2001
BA;NOVO HORIZONTE;279;65;0;7;0;3;115;0;0;2;81;1;5;0;0;0;0;0;0;0;0;0;2001
BA;NOVO TRIUNFO;84;31;0;3;0;0;10;0;0;2;36;1;0;0;1;0;0;0;0;0;0;0;2001
BA;OLINDINA;855;388;0;76;0;7;101;0;0;7;221;30;22;0;3;0;0;0;0;0;0;0;2001
BA;OLIVEIRA DOS BREJINHOS;424;136;0;23;3;7;167;0;0;0;75;7;3;0;1;2;0;0;0;0;0;0;2001
BA;OURICANGAS;97;57;0;11;0;4;12;0;0;1;5;0;5;0;2;0;0;0;0;0;0;0;2001
BA;OUROLANDIA;238;102;0;12;0;5;50;0;0;3;57;6;0;0;1;2;0;0;0;0;0;0;2001
BA;PALMAS DE MONTE ALTO;329;110;0;20;0;1;93;0;0;2;98;0;4;0;1;0;0;0;0;0;0;0;2001
BA;PALMEIRAS;281;152;0;12;2;3;68;0;0;2;31;9;1;0;0;1;0;0;0;0;0;0;2001
BA;PARAMIRIM;793;345;0;72;10;5;175;0;0;2;150;5;19;0;5;5;0;0;0;0;0;0;2001
BA;PARATINGA;278;115;0;13;1;2;76;0;0;6;40;4;19;0;1;1;0;0;0;0;0;0;2001
BA;PARIPIRANGA;1338;322;0;69;1;7;95;2;0;5;805;16;14;0;0;2;0;0;0;0;0;0;2001
BA;PAU BRASIL;167;65;0;14;0;4;47;0;0;2;28;5;1;0;1;0;0;0;0;0;0;0;2001
BA;PAULO AFONSO;13940;7375;0;520;36;214;1308;0;0;84;3937;231;134;0;50;49;0;1;0;0;1;0;2001
BA;PE DE SERRA;221;63;0;7;0;0;44;0;0;0;98;0;7;0;2;0;0;0;0;0;0;0;2001
BA;PEDRAO;103;57;0;13;0;1;13;0;0;4;14;0;0;0;1;0;0;0;0;0;0;0;2001
BA;PEDRO ALEXANDRE;63;24;0;2;0;0;8;0;0;1;28;0;0;0;0;0;0;0;0;0;0;0;2001
BA;PIATA;434;183;0;41;10;5;110;0;0;7;63;1;3;0;1;10;0;0;0;0;0;0;2001
BA;PILAO ARCADO;177;54;0;23;0;6;47;0;0;3;37;1;6;0;0;0;0;0;0;0;0;0;2001
BA;PINDAI;227;54;0;8;0;0;53;0;0;5;98;0;9;0;0;0;0;0;0;0;0;0;2001
BA;PINDOBACU;307;131;0;30;2;4;44;0;0;11;73;1;9;0;1;1;0;0;0;0;0;0;2001
BA;PINTADAS;418;90;0;16;1;1;58;0;0;5;230;0;17;0;0;0;0;0;0;0;0;0;2001
BA;PIRAI DO NORTE;101;35;0;2;0;3;22;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;2001
BA;PIRIPA;251;86;0;28;0;0;29;0;0;11;90;2;5;0;0;0;0;0;0;0;0;0;2001
BA;PIRITIBA;559;253;0;31;1;9;77;0;0;3;154;13;10;0;7;1;0;0;0;0;0;0;2001
BA;PLANALTINO;148;74;0;8;0;0;42;0;0;0;20;1;3;0;0;0;0;0;0;0;0;0;2001
BA;PLANALTO;483;208;0;54;5;7;84;0;0;4;93;0;18;0;2;7;0;1;0;0;0;0;2001
BA;POCOES;2120;940;0;206;37;20;471;0;0;36;300;31;26;0;8;44;0;1;0;0;0;0;2001
BA;POJUCA;1629;832;0;164;27;26;189;0;0;23;238;22;31;0;29;48;0;0;0;0;0;0;2001
BA;PONTO NOVO;152;83;0;14;2;4;19;0;0;0;27;1;1;0;0;1;0;0;0;0;0;0;2001
BA;PORTO SEGURO;7394;3434;0;262;8;216;802;16;2;38;1753;528;240;0;72;16;1;2;0;0;2;2;2001
BA;POTIRIGUA;122;64;0;4;1;7;37;0;0;1;5;1;2;0;0;0;0;0;0;0;0;0;2001
BA;PRADO;654;323;0;29;0;29;73;0;0;4;134;49;3;0;7;2;0;1;0;0;0;0;2001
BA;PRESIDENTE DUTRA;357;163;0;21;0;2;65;0;0;1;95;9;1;0;0;0;0;0;0;0;0;0;2001
BA;PRESIDENTE JANIO QUADROS;106;23;0;8;0;2;32;0;0;8;32;0;1;0;0;0;0;0;0;0;0;0;2001
BA;PRESIDENTE TANCREDO NEVES;258;61;0;29;1;2;104;0;0;3;51;3;4;0;0;0;0;0;0;0;0;0;2001
BA;QUEIMADAS;1074;469;0;60;1;8;241;1;0;3;215;5;62;0;7;2;0;0;0;0;0;0;2001
BA;QUIJINGUE;366;114;0;22;0;1;71;0;0;2;132;4;17;0;2;1;0;0;0;0;0;0;2001
BA;QUIXABEIRA;209;74;0;17;1;0;36;0;0;1;73;0;6;0;0;1;0;0;0;0;0;0;2001
BA;RAFAEL JAMBEIRO;303;106;0;12;0;1;51;0;0;4;114;3;10;0;2;0;0;0;0;0;0;0;2001
BA;REMANSO;1272;351;0;92;3;12;252;0;0;10;482;52;7;0;5;5;0;1;0;0;0;0;2001
BA;RETIROLANDIA;580;259;0;34;0;1;75;0;0;2;203;1;4;0;1;0;0;0;0;0;0;0;2001
BA;RIACHAO DAS NEVES;223;104;0;13;1;4;50;0;0;2;40;6;3;0;0;0;0;0;0;0;0;0;2001
BA;RIACHAO DO JACUIPE;1600;605;0;134;4;14;262;0;0;5;537;19;10;0;6;4;0;0;0;0;0;0;2001
BA;RIACHO DE SANTANA;876;235;0;101;13;15;176;0;0;8;284;19;15;0;1;9;0;0;0;0;0;0;2001
BA;RIBEIRA DO AMPARO;204;115;0;6;0;1;28;0;0;3;41;0;8;0;1;1;0;0;0;0;0;0;2001
BA;RIBEIRA DO POMBAL;2424;1042;0;144;4;12;285;1;0;13;688;178;32;0;18;5;0;0;0;0;0;2;2001
BA;RIBEIRAO DO LARGO;51;27;0;8;0;1;10;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2001
BA;RIO DE CONTAS;516;189;0;42;0;1;104;0;0;4;169;1;5;0;1;0;0;0;0;0;0;0;2001
BA;RIO DO ANTONIO;248;94;0;24;0;3;64;0;0;5;57;0;1;0;0;0;0;0;0;0;0;0;2001
BA;RIO DO PIRES;326;117;0;29;1;1;109;0;0;1;63;0;3;0;0;2;0;0;0;0;0;0;2001
BA;RIO REAL;1036;391;0;88;2;12;89;0;0;5;385;39;18;0;5;2;0;0;0;0;0;0;2001
BA;RODELAS;95;30;0;5;0;0;20;0;0;1;36;0;1;0;2;0;0;0;0;0;0;0;2001
BA;RUY BARBOSA;1023;494;0;52;8;11;156;0;0;1;244;25;18;0;5;9;0;0;0;0;0;0;2001
BA;SALINAS DA MARGARIDA;60;28;0;5;0;0;20;0;0;0;3;1;2;0;1;0;0;0;0;0;0;0;2001
BA;SALVADOR;352606;274612;7;10121;912;5654;30894;509;31;2723;17762;942;4797;0;2065;1385;6;89;0;37;3;57;2001
BA;SANTA BARBARA;374;168;0;15;1;2;76;0;0;4;62;2;7;0;34;3;0;0;0;0;0;0;2001
BA;SANTA BRIGIDA;121;47;0;5;0;4;17;0;0;4;38;2;2;0;2;0;0;0;0;0;0;0;2001
BA;SANTA CRUZ CABRALIA;855;419;0;37;0;19;91;0;0;6;176;85;7;0;10;2;2;1;0;0;0;0;2001
BA;SANTA CRUZ DA VITORIA;78;47;0;8;0;1;15;0;0;0;4;0;1;0;2;0;0;0;0;0;0;0;2001
BA;SANTA INES;363;213;0;37;0;7;66;1;0;1;37;0;1;0;0;0;0;0;0;0;0;0;2001
BA;SANTA LUZIA;145;74;0;15;2;3;31;0;0;2;13;2;2;0;0;1;0;0;0;0;0;0;2001
BA;SANTA MARIA DA VITORIA;2066;640;0;157;3;31;315;0;1;16;826;42;21;0;8;4;0;0;0;0;2;0;2001
BA;SANTA RITA DE CASSIA;328;59;0;21;0;2;50;0;0;0;176;18;1;0;1;0;0;0;0;0;0;0;2001
BA;SANTA TERESINHA;158;87;0;13;0;1;32;1;0;0;14;3;7;0;0;0;0;0;0;0;0;0;2001
BA;SANTALUZ;967;446;0;105;3;12;133;0;0;5;229;13;9;0;9;3;0;0;0;0;0;0;2001
BA;SANTANA;881;300;0;77;2;19;140;0;0;5;303;10;19;0;4;2;0;0;0;0;0;0;2001
BA;SANTANOPOLIS;144;79;0;10;0;0;24;0;0;1;23;2;4;0;1;0;0;0;0;0;0;0;2001
