Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Situação Arma;Tipo Arma;Data Fato;Horário Fato;Qtde  Armas de Fogo
2019-059225871-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;POVOADO;MACHADINHOS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;CLAUDIO;-20,33219400;-44,73575000;APREENDIDO;ESPINGARDA / ESCOPETA;02/12/2019;14:08:46;1
2019-059263608-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;EURICO LACERDA;;PREENCHIMENTO OPCIONAL;;194;VARZEA DAS FLORES;;;;POMPEU;-19,23155160;-44,99408460;APREENDIDO;REVOLVER;02/12/2019;16:15:00;1
2019-059409189-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;POVOADO;APARECIDA DO OESTE;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA ESPERANÇA;SAO SEBASTIAO DO OESTE;-20,25069500;-45,06770350;APREENDIDO;CARABINA / RIFLE;03/12/2019;10:40:00;1
2019-059409189-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;290 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;POVOADO;APARECIDA DO OESTE;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA ESPERANÇA;SAO SEBASTIAO DO OESTE;-20,25069500;-45,06770350;APREENDIDO;ESPINGARDA / ESCOPETA;03/12/2019;10:40:00;1
2019-059671428-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03016;CONSUMADO;RUA;VINICIUS DE MORAIS;TOME DE SOUZA;PREENCHIMENTO OPCIONAL;;497.000;PORTO VELHO;;;;DIVINOPOLIS;-20,15218420;-44,88387080;APREENDIDO;PISTOLA;04/12/2019;17:04:36;1
2019-059759103-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;PROFESSOR MODESTO;;PREENCHIMENTO OPCIONAL;;151;MARMELADA;;;;ABAETE;-19,16067410;-45,44675770;APREENDIDO;CARABINA / RIFLE;05/12/2019;06:55:57;1
2019-059759103-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;PROFESSOR MODESTO;;PREENCHIMENTO OPCIONAL;;151;MARMELADA;;;;ABAETE;-19,16067410;-45,44675770;APREENDIDO;ESPINGARDA / ESCOPETA;05/12/2019;06:55:57;3
2019-059759103-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;PROFESSOR MODESTO;;PREENCHIMENTO OPCIONAL;;151;MARMELADA;;;;ABAETE;-19,16067410;-45,44675770;APREENDIDO;ESPINGARDA POLVEIRA;05/12/2019;06:55:57;1
2019-059759103-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;PROFESSOR MODESTO;;PREENCHIMENTO OPCIONAL;;151;MARMELADA;;;;ABAETE;-19,16067410;-45,44675770;APREENDIDO;GARRUCHA;05/12/2019;06:55:57;1
2019-059905141-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;ATENAS;;PREENCHIMENTO OPCIONAL;;591;PADRE EUSTAQUIO;;;;DIVINOPOLIS;-20,17126700;-44,85100010;APREENDIDO;REVOLVER;05/12/2019;19:45:36;1
2019-059967773-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03014;CONSUMADO;AVENIDA;ARGENTINA;;PREENCHIMENTO OPCIONAL;;282;SAO JOSE;;;;PARA DE MINAS;-19,85829720;-44,61040540;APREENDIDO;CARABINA / RIFLE;06/12/2019;07:16:07;1
2019-059989340-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;C01157;CONSUMADO;AVENIDA;UBERLANDIA;UBERLANDIA;PREENCHIMENTO OPCIONAL;;616.000;SERRA VERDE;;;MERCEARIA DO EDVAR;CLAUDIO;-20,43037170;-44,75776420;APREENDIDO;REVOLVER;06/12/2019;09:33:00;1
2019-060051973-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;RAIMUNDO VALENTINO DA SILVA;;PREENCHIMENTO OPCIONAL;;100;SANTA LUCIA;;;;DIVINOPOLIS;-20,16226440;-44,84019000;APREENDIDO;REVOLVER;06/12/2019;15:58:51;1
2019-060113610-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03012;CONSUMADO;RUA;AVANY VILLENA DINIZ;;PREENCHIMENTO OPCIONAL;;240;SAO PAULO;;;;PARA DE MINAS;-19,83492230;-44,60460140;APREENDIDO;OUTROS - TIPO DE ARMA;06/12/2019;21:19:25;2
2019-060139320-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;I04033;CONSUMADO;AVENIDA;ABILIO MACHADO;;PREENCHIMENTO OPCIONAL;;1126;VILA NIRMATELLE;;;;FORMIGA;-20,45339120;-45,44340780;APREENDIDO;REVOLVER;07/12/2019;00:51:22;1
2019-060255331-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03014;CONSUMADO;AVENIDA;DO ACO;;PREENCHIMENTO OPCIONAL;;1861;NACOES;;;;DIVINOPOLIS;-20,15850540;-44,85770860;APREENDIDO;REVOLVER;07/12/2019;19:51:55;1
2019-060293700-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;I04033;CONSUMADO;RUA;MONT SERRAT;;PREENCHIMENTO OPCIONAL;;360;NOVA FORTALEZA II;;casa;;DIVINOPOLIS;-20,11137000;-44,91466940;APREENDIDO;REVOLVER;08/12/2019;02:18:57;1
2019-060551724-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;BOM SUCESSO;;PREENCHIMENTO OPCIONAL;;3121;VALE DO SOL;;;;DIVINOPOLIS;-20,16129690;-44,84629900;APREENDIDO;REVOLVER;09/12/2019;14:53:46;1
2019-060689751-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;NIQUELINA;;PREENCHIMENTO OPCIONAL;;165;SAO JOAO DE DEUS;;;;DIVINOPOLIS;-20,14034530;-44,87135520;APREENDIDO;REVOLVER;10/12/2019;10:04:49;1
2019-060723901-001;POLICIA MILITAR;INVÁLIDO;2 CIA ROTAM/BTL ROTAM/CPE;E99000;CONSUMADO;RUA;JOAO , SAO;;PREENCHIMENTO OPCIONAL;;48;INVÁLIDO;;;;ITATIAIUCU;;;APREENDIDO;ESPINGARDA POLVEIRA;10/12/2019;15:05:22;1
2019-060723901-001;POLICIA MILITAR;INVÁLIDO;2 CIA ROTAM/BTL ROTAM/CPE;E99000;CONSUMADO;RUA;JOAO , SAO;;PREENCHIMENTO OPCIONAL;;48;INVÁLIDO;;;;ITATIAIUCU;;;APREENDIDO;REVOLVER;10/12/2019;15:05:22;1
2019-060724605-001;POLICIA MILITAR;2 GP/3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;POVOADO;JACARE;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA BOA ESPERAÇA;SAO GONCALO DO PARA;-19,98666720;-44,87681120;APREENDIDO;ESPINGARDA / ESCOPETA;10/12/2019;14:47:15;1
2019-060841076-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;E03012;CONSUMADO;RUA;JOSE ALVES MACHADO;;PREENCHIMENTO OPCIONAL;;72;SANTA LUZIA;;;;PITANGUI;-19,68889730;-44,88023540;APREENDIDO;PISTOLA;11/12/2019;06:04:23;1
2019-060846943-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;I04033;CONSUMADO;RUA;PROFESSOR DELMAR SHIMIT;;PREENCHIMENTO OPCIONAL;;79;PADRE LIBERIO;;;;PITANGUI;-19,68192510;-44,88100150;APREENDIDO;PISTOLA;11/12/2019;07:29:33;1
2019-060945190-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;RIO DE JANEIRO;;PREENCHIMENTO OPCIONAL;;1236;SANTA ALEXANDRINA;;;;LAGOA DA PRATA;-20,02887740;-45,54393290;APREENDIDO;GARRUCHA;11/12/2019;16:34:18;1
2019-061122492-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03014;CONSUMADO;FAZENDA;BOM JARDIM;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;CASA NOVA;;PAPAGAIOS;-19,41975090;-44,73329930;APREENDIDO;ESPINGARDA / ESCOPETA;12/12/2019;13:00:00;3
2019-061122492-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03014;CONSUMADO;FAZENDA;BOM JARDIM;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;CASA NOVA;;PAPAGAIOS;-19,41975090;-44,73329930;APREENDIDO;ESPINGARDA POLVEIRA;12/12/2019;13:00:00;1
2019-061124489-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03012;CONSUMADO;FAZENDA;INVÁLIDO;MUCAMBO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RUARAL;;;PAPAGAIOS;;;APREENDIDO;ESPINGARDA / ESCOPETA;12/12/2019;13:15:00;1
2019-061124489-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03012;CONSUMADO;FAZENDA;INVÁLIDO;MUCAMBO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RUARAL;;;PAPAGAIOS;;;APREENDIDO;ESPINGARDA POLVEIRA;12/12/2019;13:15:00;1
2019-061193911-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;B01121;CONSUMADO;RODOVIA;BR 494;;PREENCHIMENTO OPCIONAL;;73;INVÁLIDO;;;Posto Beira Rio;CLAUDIO;-20,47034250;-44,88445280;APREENDIDO;REVOLVER;12/12/2019;22:31:50;1
2019-061364022-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;289 CIA TM/ 63 BPM/7 RPM;E03012;CONSUMADO;RUA;FABIO PARREIRA;;PREENCHIMENTO OPCIONAL;;303;JOSE HONORATO DE CASTRO;;;;FORMIGA;-20,47273710;-45,41345060;APREENDIDO;GARRUCHA;13/12/2019;20:49:44;1
2019-061526966-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;B01121;TENTADO;RUA;GOITACAZES;;AMAZONAS;;;FLORESTA;;;;ARCOS;-20,26757050;-45,54774430;APREENDIDO;REVOLVER;14/12/2019;23:17:26;1
2019-061598073-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E99000;CONSUMADO;POVOADO;CACIMBAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;MORADA NOVA DE MINAS;-18,86473360;-45,44868560;APREENDIDO;REVOLVER;15/12/2019;13:30:00;1
2019-061639567-001;POLICIA MILITAR;51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;E99000;CONSUMADO;POVOADO;BARRAGEM BENFICA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ITAUNA;-20,11820000;-44,53218060;APREENDIDO;GARRUCHA;15/12/2019;20:38:38;1
2019-061814190-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;C01157;CONSUMADO;RUA;PADRE JOAO PORTO;;PREENCHIMENTO OPCIONAL;;709;CENTRO;;;;POMPEU;-19,21817080;-44,99764450;APREENDIDO;REVOLVER;16/12/2019;16:00:00;1
2019-062000032-001;POLICIA MILITAR;50 CIA PM/7 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03012;CONSUMADO;RODOVIA;MG 164;;PREENCHIMENTO OPCIONAL;;70;INVÁLIDO;;;;POMPEU;-19,25451090;-45,07347690;APREENDIDO;ESPINGARDA / ESCOPETA;17/12/2019;17:40:12;1
2019-062007558-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;FAZENDA;INVÁLIDO;AREIAS BRANCA;PREENCHIMENTO OPCIONAL;;;INVÁLIDO;;;;NOVA SERRANA;;;APREENDIDO;ESPINGARDA / ESCOPETA;17/12/2019;15:07:07;1
2019-062018272-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;DAS NACOES;;PREENCHIMENTO OPCIONAL;;306;BOM PASTOR;;;;DIVINOPOLIS;-20,12333330;-44,88559770;APREENDIDO;PISTOLA;17/12/2019;17:54:39;1
2019-062046016-001;POLICIA MILITAR;279 CIA PM/60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;A05000;CONSUMADO;ESTRADA;INVÁLIDO;TERRA QUE D¿ ACESSO AMG0370;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;NOVA SERRANA;;;APREENDIDO;REVOLVER;17/12/2019;22:10:36;2
2019-062053390-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM RV/BPMRV/CPRV;E03014;CONSUMADO;RODOVIA;MG 050;;PREENCHIMENTO OPCIONAL;;119;SAO CAETANO;;;;DIVINOPOLIS;-20,10903440;-44,84716730;APREENDIDO;PISTOLA;17/12/2019;23:23:04;1
2019-062084019-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;JADER MOURA;;PREENCHIMENTO OPCIONAL;;989;DOS NERYS;;;BAR DO NEGO;ABAETE;-19,15937720;-45,45146510;APREENDIDO;REVOLVER;18/12/2019;08:07:39;1
2019-062147214-001;POLICIA MILITAR;INVÁLIDO;2 CIA ROTAM/BTL ROTAM/CPE;E99000;CONSUMADO;AVENIDA;INVÁLIDO;JK;PREENCHIMENTO OPCIONAL;;93;INVÁLIDO;;;;PARA DE MINAS;;;APREENDIDO;ESPINGARDA / ESCOPETA;18/12/2019;13:00:00;1
2019-062148009-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;2 CIA ROTAM/BTL ROTAM/CPE;E99000;CONSUMADO;RUA;SANTA LUZIA;;PREENCHIMENTO OPCIONAL;;380;INVÁLIDO;tavares;;;PARA DE MINAS;;;APREENDIDO;REVOLVER;18/12/2019;14:42:24;1
2019-062215271-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;CONCEIÇÃO ROSA DO AMARAL;PREENCHIMENTO OPCIONAL;;40;INVÁLIDO;SAGRADA FAMÍLIA;TROCA DE OLEO PADRIM;;NOVA SERRANA;;;APREENDIDO;REVOLVER;18/12/2019;20:16:35;1
2019-062247249-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03012;CONSUMADO;RUA;VENEZUELA;;PREENCHIMENTO OPCIONAL;;880;PADRE EUSTAQUIO;;;;DIVINOPOLIS;-20,16926330;-44,85342510;APREENDIDO;ESPINGARDA / ESCOPETA;18/12/2019;21:31:46;1
2019-062433210-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03012;CONSUMADO;RUA;INVÁLIDO;TRAVESSA SANTA LUZIA;PREENCHIMENTO OPCIONAL;;36;INVÁLIDO;POÇÃO;;;MARAVILHAS;;;APREENDIDO;OUTROS - TIPO DE ARMA;20/12/2019;00:05:00;1
2019-062461979-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;POVOADO;VEREDAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ABAETE;-18,97609780;-45,26349040;APREENDIDO;ESPINGARDA / ESCOPETA;20/12/2019;08:35:36;1
2019-062462750-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;POVOADO;VEREDAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ABAETE;-18,97609780;-45,26349040;APREENDIDO;ESPINGARDA / ESCOPETA;20/12/2019;08:40:24;1
2019-062468670-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;POVOADO;VEREDAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;ABAETE;-18,97609780;-45,26349040;APREENDIDO;ESPINGARDA / ESCOPETA;20/12/2019;09:17:23;1
2019-062616390-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;CHIQUINHO DA QUITA;;PREENCHIMENTO OPCIONAL;;260;VOLTA DO BREJO;;;;POMPEU;-19,21900600;-44,98671300;APREENDIDO;ESPINGARDA POLVEIRA;20/12/2019;22:40:00;1
2019-062664148-001;POLICIA MILITAR;139 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;JEQUITIBA;;PREENCHIMENTO OPCIONAL;;1070;JARDINOPOLIS;;;;DIVINOPOLIS;-20,19159840;-44,94353810;APREENDIDO;REVOLVER;21/12/2019;11:19:04;1
2019-062772636-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03014;CONSUMADO;PRACA;VIGARIO JOSE ALEXANDRE;;PREENCHIMENTO OPCIONAL;;0;CENTRO;;;;CARMO DO CAJURU;-20,18383490;-44,77044550;APREENDIDO;REVOLVER;22/12/2019;02:46:24;1
2019-063005320-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;TEIXEIRAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;SAO SEBASTIAO DO OESTE;-20,26936100;-44,96208100;APREENDIDO;ESPINGARDA / ESCOPETA;23/12/2019;15:00:00;1
2019-063010640-001;POLICIA MILITAR;3 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;TEIXEIRAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;SAO SEBASTIAO DO OESTE;-20,26936100;-44,96208100;APREENDIDO;ESPINGARDA / ESCOPETA;23/12/2019;16:12:01;1
2019-063080494-001;POLICIA MILITAR;3 PEL/139 CIA PM/23 BPM/7 RPM;139 CIA PM/23 BPM/7 RPM;E03016;CONSUMADO;RUA;MINAS GERAIS;;PREENCHIMENTO OPCIONAL;;44;CENTRO;;;;CLAUDIO;-20,44140510;-44,76357980;APREENDIDO;PISTOLA;23/12/2019;22:49:35;1
2019-063166130-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03014;CONSUMADO;RUA;IRAI;;PREENCHIMENTO OPCIONAL;;595;DA PROVIDENCIA;;;;PARA DE MINAS;-19,86658760;-44,58414290;APREENDIDO;REVOLVER;24/12/2019;14:00:00;1
2019-063350430-001;POLICIA MILITAR;279 CIA PM/60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;E03016;CONSUMADO;RUA;INVÁLIDO;F;PREENCHIMENTO OPCIONAL;;148;INVÁLIDO;JARDIM PADRE LAURO;;;NOVA SERRANA;;;APREENDIDO;PISTOLA;25/12/2019;21:35:34;1
2019-063571257-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;RUA;SAO GABRIEL;;PREENCHIMENTO OPCIONAL;;526;SOL NASCENTE;;CASA;;ARCOS;-20,29632150;-45,52797160;APREENDIDO;REVOLVER;27/12/2019;06:30:00;1
2019-063572301-001;POLICIA MILITAR;279 CIA PM/60 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;POVOADO;PERDIGAO DA ROCA;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;CASA;;PERDIGAO;-19,90586110;-45,08297220;APREENDIDO;ESPINGARDA / ESCOPETA;27/12/2019;07:44:04;1
2019-063586164-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;RODOVIA;BR 354;;PREENCHIMENTO OPCIONAL;;475;INVÁLIDO;;;PRÓXOMO AO RESTAURANTE PULO DO GATO;ARCOS;-20,30511860;-45,53802490;APREENDIDO;PISTOLA;27/12/2019;06:40:00;1
2019-063586164-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;RODOVIA;BR 354;;PREENCHIMENTO OPCIONAL;;475;INVÁLIDO;;;PRÓXOMO AO RESTAURANTE PULO DO GATO;ARCOS;-20,30511860;-45,53802490;APREENDIDO;REVOLVER;27/12/2019;06:40:00;1
2019-063610297-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03016;CONSUMADO;FAZENDA;MACAUBAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;PAINEIRAS;-18,92339330;-45,55602900;APREENDIDO;ESPINGARDA / ESCOPETA;27/12/2019;10:30:00;1
2019-063715766-001;POLICIA MILITAR;279 CIA PM/60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;CAPITAO DOTE;CAPITAO DOTE;PREENCHIMENTO OPCIONAL;;49.0000;SANTO ANTONIO;CENTRO;;AO LADO DO SALÃO DA MAÇONARIA;ARAUJOS;-19,94896720;-45,17232220;APREENDIDO;FUZIL / FUZIL DE ASSALTO (USO;27/12/2019;21:43:59;1
2019-063715766-001;POLICIA MILITAR;279 CIA PM/60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;CAPITAO DOTE;CAPITAO DOTE;PREENCHIMENTO OPCIONAL;;49.0000;SANTO ANTONIO;CENTRO;;AO LADO DO SALÃO DA MAÇONARIA;ARAUJOS;-19,94896720;-45,17232220;APREENDIDO;PISTOLA;27/12/2019;21:43:59;1
2019-063721068-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;B01121;TENTADO;RUA;PANAMA;;PREENCHIMENTO OPCIONAL;;121;NACOES;;;;DIVINOPOLIS;-20,15842510;-44,85278460;APREENDIDO;REVOLVER;27/12/2019;22:20:00;1
2019-063722335-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;B01129;CONSUMADO;RUA;PANAMA;;PREENCHIMENTO OPCIONAL;;121;NACOES;;;;DIVINOPOLIS;-20,15842510;-44,85278460;APREENDIDO;PISTOLA;27/12/2019;22:31:04;3
2019-063778697-001;POLICIA MILITAR;2 PEL/241 CIA PM/63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;I04033;CONSUMADO;RUA;ANTONIO PEREIRA CARDOSO;;PREENCHIMENTO OPCIONAL;;13;JARDIM DAS MANGABEIRAS;;;;ARCOS;-20,30106560;-45,53841270;APREENDIDO;ESPINGARDA / ESCOPETA;28/12/2019;11:11:31;1
2019-063980279-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;DOIS DE NOVEMBRO;;PREENCHIMENTO OPCIONAL;;223;VOLTA DO BREJO;;;;POMPEU;-19,21998160;-44,98621800;APREENDIDO;REVOLVER;29/12/2019;20:40:00;1
2019-063988955-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;NOSSA SENHORA DE FATIMA;;PREENCHIMENTO OPCIONAL;;69;VOLTA DO BREJO;;;;POMPEU;-19,22484450;-44,99320920;APREENDIDO;GARRUCHA;29/12/2019;18:30:00;1
2019-063991043-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;B01121;TENTADO;RUA;OZEAS CORDEIRO VALADARES;;PREENCHIMENTO OPCIONAL;;958;SAO JOSE;;;;POMPEU;-19,23641680;-44,99428930;APREENDIDO;REVOLVER;29/12/2019;21:30:00;1
2019-064246916-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RUA;OIAPOQUE;;PREENCHIMENTO OPCIONAL;;139;SAO JOSE;;;;DORES DO INDAIA;-19,45237350;-45,59134780;APREENDIDO;ESPINGARDA / ESCOPETA;31/12/2019;15:23:00;1
2020-000008665-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;A03000;CONSUMADO;RUA;DAS PEDRINHAS;;PREENCHIMENTO OPCIONAL;;29;VARZEA;;FUNDOS;;PEQUI;-19,63214690;-44,65740750;APREENDIDO;ESPINGARDA / ESCOPETA;31/12/2019;21:45:00;1
2020-000088280-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03014;CONSUMADO;RUA;SAO SEBASTIAO;;PREENCHIMENTO OPCIONAL;;0;TAVARES;;;CAMPO DE TAVARES;PARA DE MINAS;-19,84130550;-44,51997880;APREENDIDO;GARRUCHA;01/01/2020;17:13:39;1
2020-000436956-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;I04033;CONSUMADO;RUA;TOM WALENKAMP;;PREENCHIMENTO OPCIONAL;;181;NOVA HOLANDA;;;;DIVINOPOLIS;-20,17127610;-44,88331750;APREENDIDO;PISTOLA;03/01/2020;19:50:13;1
